rank,age,height_cm,weight_kg,bmi,19.1_rank,19.2_rank,19.3_rank,19.4_rank,19.5_rank
5850,32,175.0,86.0,28.1,882,3127,25065,15928,3293
5851,30,190.0,97.0,26.9,2056,10102,11537,17954,6647
5852,35,178.0,89.0,28.1,5102,7396,17304,11376,7133
5853,31,183.0,102.0,30.5,3320,1245,22326,16014,5413
5853,40,178.0,86.0,27.1,11188,9508,9185,9068,9369
5855,30,180.0,83.0,25.6,8828,8037,17769,5162,8527
5856,26,169.0,75.0,26.3,22820,10655,2369,2099,10382
5857,29,178.0,79.0,24.9,21334,7310,6566,8737,4379
5858,22,180.0,77.0,23.8,12109,12637,9197,10506,3880
5859,33,178.0,93.0,29.4,6260,4039,17528,14126,6387
5860,33,178.0,88.0,27.8,25821,3045,4682,13606,1189
5861,23,180.0,82.0,25.3,3860,4590,31941,4267,3686
5863,20,185.0,86.0,25.1,6260,4793,10933,7371,19021
5864,23,166.0,83.0,30.1,15232,1396,23336,4267,4156
5866,29,178.0,95.0,30.0,4263,3210,12464,17981,10479
5867,31,185.0,90.0,26.3,3860,2943,26492,14283,836
5868,37,175.0,86.0,28.1,20070,6983,3952,6402,11015
5869,39,180.0,87.0,26.9,17433,11188,4350,10726,4726
5870,36,173.0,78.0,26.1,12686,6088,9153,7315,13188
5871,40,178.0,86.0,27.1,11645,9230,9327,7472,10775
5872,26,180.0,85.0,26.2,2684,8658,15956,7721,13433
5873,25,173.0,79.0,26.4,25821,18755,334,904,2643
5874,24,178.0,84.0,26.5,9881,12922,8870,5259,11533
5876,18,168.0,79.0,28.0,19508,9384,15239,1723,2619
5877,26,175.0,77.0,25.1,13831,7905,8874,9571,8293
5878,33,173.0,79.0,26.4,30006,4580,5330,5162,3398
5879,25,178.0,83.0,26.2,12109,13840,11266,7171,4096
5880,38,178.0,89.0,28.1,3320,6883,28227,4778,5317
5881,32,178.0,79.0,24.9,7913,12427,11630,8956,7606
5882,34,170.0,79.0,27.3,11188,12615,4996,12171,7564
5883,39,173.0,70.0,23.4,23544,6223,4074,8326,6387
5884,29,178.0,78.0,24.6,23544,5633,14875,2449,2056
5885,20,178.0,91.0,28.7,5891,4490,13166,20056,4961
5886,26,170.0,85.0,29.4,12686,8296,12599,7645,7342
5887,21,182.0,89.0,26.9,10735,6938,8916,11445,10537
5888,40,175.0,79.0,25.8,14443,5348,14400,8528,5856
5889,34,178.0,79.0,24.9,5363,6722,21963,6876,7655
5890,29,183.0,91.0,27.2,1054,8976,12311,9328,16918
5891,31,173.0,83.0,27.7,30006,4804,1866,5756,6161
5892,23,178.0,75.0,23.7,25821,6305,3024,8035,5413
5893,23,178.0,84.0,26.5,6260,8165,15899,7560,10724
5894,29,178.0,84.0,26.5,9188,18534,10360,3186,7342
5895,26,181.0,92.0,28.1,5102,5872,25604,5492,6547
5896,33,178.0,91.0,28.7,10735,12025,11980,12740,1142
5896,29,185.0,93.0,27.2,5609,2477,8499,16357,15680
5898,28,178.0,84.0,26.5,4678,11226,20598,5061,7071
5899,28,183.0,88.0,26.3,8517,6072,20695,9461,3909
5900,26,178.0,86.0,27.1,5102,10287,4068,6805,22404
5901,20,173.0,75.0,25.1,24248,8239,1823,4013,10346
5902,27,180.0,91.0,28.1,11188,1314,11917,16143,8134
5903,33,175.0,88.0,28.7,24248,3101,7867,8652,4832
5904,29,178.0,78.0,24.6,7913,10931,17267,2328,10262
5905,21,168.0,75.0,26.6,30006,16120,770,525,1287
5906,20,178.0,84.0,26.5,34698,5635,4379,2048,1951
5907,19,178.0,84.0,26.5,2794,7662,28106,5999,4156
5908,33,180.0,88.0,27.2,3020,12406,8879,9634,14788
5909,27,179.0,90.0,28.1,6260,17462,4824,7478,12718
5910,27,173.0,67.0,22.4,23544,6705,1189,4190,13126
5911,24,183.0,79.0,23.6,2225,7002,6297,12655,20583
5911,33,173.0,83.0,27.7,10735,12889,9843,9943,5352
5911,25,185.0,88.0,25.7,6260,17686,6004,7153,11659
5914,32,181.0,86.0,26.3,9532,15103,6731,12096,5317
5915,31,170.0,84.0,29.1,34698,6060,3635,2615,1782
5916,37,173.0,79.0,26.4,11645,13247,7834,7123,8952
5917,42,185.0,88.0,25.7,4263,9459,19312,10912,4857
5918,35,185.0,91.0,26.6,11645,10571,3028,6258,17303
5919,31,187.0,86.0,24.6,2684,3970,10262,6402,25495
5920,29,184.0,90.0,26.6,5609,13966,15099,10899,3245
5921,29,174.0,84.0,27.7,6260,15679,11890,7720,7291
5922,32,181.0,92.0,28.1,3020,3235,29753,7758,5087
5923,32,178.0,84.0,26.5,13831,6827,12361,6402,9452
5924,23,178.0,79.0,24.9,15232,12516,2917,11498,6714
5925,22,185.0,88.0,25.7,2794,2562,29719,9048,4760
5926,31,175.0,78.0,25.5,25056,10809,3932,2571,6518
5927,30,188.0,95.0,26.9,601,4134,24987,8742,10428
5928,31,180.0,74.0,22.8,20070,6677,9029,4432,8686
5929,28,178.0,84.0,26.5,29001,9037,2452,2527,5888
5931,34,172.0,68.0,23.0,25056,14303,1534,3850,4187
5932,25,178.0,84.0,26.5,7433,8901,6870,13341,12439
5933,29,179.0,83.0,25.9,7433,8658,14276,7517,11102
5934,35,175.0,85.0,27.8,20070,6722,8516,3723,9960
5934,30,181.0,94.0,28.7,5891,20231,4628,10107,8134
5936,34,178.0,84.0,26.5,24248,6195,7904,1458,9201
5937,32,178.0,79.0,24.9,22015,18844,964,4190,2999
5938,27,173.0,80.0,26.7,18387,7337,11155,4098,8038
5939,27,178.0,84.0,26.5,7433,13365,4130,11546,12551
5940,28,178.0,88.0,27.8,11645,8528,15037,4013,9806
5941,30,178.0,84.0,26.5,5102,12252,7369,12717,11590
5941,16,178.0,84.0,26.5,12686,14343,6688,6786,8527
5943,24,182.0,78.0,23.5,5102,14294,22354,3061,4226
5944,29,188.0,84.0,23.8,9881,12573,5910,12740,7941
5945,24,175.0,79.0,25.8,10735,5075,20573,4968,7695
5945,29,178.0,90.0,28.4,9881,13177,11280,5756,8952
5947,23,187.0,100.0,28.6,244,1266,26427,15942,5179
5949,27,178.0,84.0,26.5,3860,12223,23488,5621,3880
5950,24,173.0,78.0,26.1,15232,5578,3357,16813,8093
5950,40,175.0,92.0,30.0,12686,9773,6810,11824,7980
5952,32,178.0,75.0,23.7,20070,17964,6194,2299,2547
5953,45,178.0,86.0,27.1,23544,8883,5040,5492,6116
5954,28,175.0,85.0,27.8,12686,5112,13431,11498,6351
5955,33,165.0,70.0,25.7,22015,8109,6430,9586,2951
5956,30,182.0,95.0,28.7,6260,9576,11108,15199,6955
5958,29,176.0,82.0,26.5,19508,5333,2964,10358,10956
5959,30,183.0,98.0,29.3,2225,4169,26465,12676,3585
5960,26,178.0,84.0,26.5,1683,3236,15977,26904,1322
5961,34,178.0,86.0,27.1,15232,6101,10422,10691,6682
5962,24,171.0,75.0,25.6,20070,7768,11300,4689,5317
5963,29,186.0,91.0,26.3,3482,6865,20644,10475,7695
5964,28,175.0,83.0,27.1,10347,5778,6821,20339,5888
5965,26,178.0,82.0,25.9,13831,10216,11771,7506,5856
5966,18,168.0,66.0,23.4,19508,10835,3069,8923,6848
5967,33,180.0,93.0,28.7,21334,8876,5150,8414,5413
5968,26,181.0,80.0,24.4,3675,12273,8891,18412,5940
5969,26,180.0,88.0,27.2,14443,8808,10510,10419,5019
5969,24,183.0,82.0,24.5,5891,8683,10926,18558,5141
5971,32,183.0,90.0,26.9,3165,18444,14555,7659,5379
5972,37,170.0,82.0,28.4,21334,5604,3916,10228,8134
5973,27,170.0,75.0,26.0,30006,10762,1119,2615,4726
5974,30,177.0,83.0,26.5,18902,2234,14522,6402,7179
5975,23,185.0,93.0,27.2,6260,10360,21238,7159,4226
5976,35,187.0,85.0,24.3,15232,6774,3666,8784,14788
5977,21,169.0,79.0,27.7,30006,8471,1542,5879,3347
5978,28,190.0,95.0,26.3,4263,11980,5669,16045,11297
5979,29,191.0,95.0,26.0,1939,4060,29719,8398,5179
5980,32,188.0,79.0,22.4,2794,3945,21977,11292,9288
5981,28,176.0,73.0,23.6,5102,3621,31583,5259,3736
5982,32,180.0,91.0,28.1,12686,8717,7978,9936,9996
5983,25,178.0,79.0,24.9,20070,7923,4130,9446,7746
5984,33,177.0,84.0,26.8,14443,1829,22073,3796,7179
5985,32,170.0,77.0,26.6,15232,15940,12455,3061,2643
5986,46,188.0,86.0,24.3,2225,5764,20626,9441,11297
5987,39,178.0,85.0,26.8,20685,14405,6679,3260,4349
5988,27,185.0,79.0,23.1,4465,9224,7847,9091,18758
5988,23,178.0,78.0,24.6,9881,11134,12615,8939,6816
5990,33,178.0,79.0,24.9,2225,5959,28067,8283,4857
5991,49,178.0,93.0,29.4,17871,4597,14885,5492,6547
5992,35,179.0,85.0,26.5,9881,4360,9134,17644,8376
5993,24,178.0,84.0,26.5,19508,12308,6071,3186,8327
5994,36,178.0,86.0,27.1,5891,8587,8411,16214,10301
5995,39,178.0,88.0,27.8,10735,7485,13616,9391,8189
5997,29,170.0,84.0,29.1,5891,17879,6939,12860,5856
5998,36,180.0,84.0,25.9,8828,13331,9657,11848,5790
5999,35,178.0,75.0,23.7,27384,9179,2941,3850,6116
6000,25,175.0,75.0,24.5,7913,10742,7323,17757,5749
6001,22,178.0,95.0,30.0,2898,8263,4628,17723,15974
6002,28,180.0,86.0,26.5,7913,11537,9024,4190,16839
6002,32,175.0,86.0,28.1,15232,8420,4430,14423,6998
6004,37,175.0,78.0,25.5,15232,11039,3501,7881,11855
6005,27,180.0,82.0,25.3,2225,9019,21971,7923,8376
6006,34,178.0,88.0,27.8,14443,13540,657,9632,11243
6007,31,178.0,88.0,27.8,15232,8615,6929,7501,11243
6008,26,180.0,93.0,28.7,9188,6551,19611,8586,5586
6009,40,175.0,79.0,25.8,4465,14411,18474,6796,5379
6010,35,175.0,80.0,26.1,8828,15006,16151,3020,6547
6011,40,168.0,77.0,27.3,25821,5942,4239,4611,8952
6012,25,175.0,82.0,26.8,10347,11683,18885,4968,3686
6013,26,178.0,84.0,26.5,1205,5167,25026,6651,11533
6014,26,186.0,84.0,24.3,4465,14440,9647,9952,11102
6014,42,180.0,90.0,27.8,5891,8127,22302,8560,4726
6016,24,178.0,80.0,25.2,24248,8528,4017,5999,6816
6017,35,173.0,91.0,30.4,13218,7195,4213,13691,11297
6017,28,175.0,80.0,26.1,15232,9640,7037,9571,8134
6019,24,168.0,73.0,25.9,30006,6827,4588,3850,4349
6020,47,188.0,95.0,26.9,11188,10372,7553,12133,8376
6021,35,175.0,83.0,27.1,23544,7072,4183,5492,9332
6022,28,170.0,82.0,28.4,23544,5000,18613,904,1563
6023,25,183.0,91.0,27.2,5609,4504,10868,10464,18188
6024,29,185.0,98.0,28.6,7433,8373,8864,12649,12318
6025,28,178.0,88.0,27.8,22015,4828,6862,3933,12011
6026,43,178.0,86.0,27.1,13831,5747,10331,14634,5112
6027,31,173.0,76.0,25.4,12109,7719,5435,20339,4056
6027,37,175.0,87.0,28.4,9532,9047,6455,8707,15917
6029,35,170.0,79.0,27.3,7652,3655,6548,24391,7413
6030,38,188.0,91.0,25.7,13218,16777,6025,4689,8952
6031,42,183.0,91.0,27.2,8517,8239,9635,14242,9034
6032,33,180.0,72.0,22.2,17871,16273,6487,3385,5660
6033,37,180.0,91.0,28.1,5891,9954,21142,2658,10047
6034,28,182.0,80.0,24.2,6260,10789,11831,10040,10775
6035,31,177.0,82.0,26.2,6260,13365,13543,7913,8630
6036,40,185.0,89.0,26.0,19508,3072,7310,12001,7829
6037,30,170.0,77.0,26.6,23544,9168,3084,4875,9065
6038,34,180.0,90.0,27.8,3165,2482,22189,15885,6027
6039,32,170.0,77.0,26.6,26601,10874,2312,4968,4994
6040,31,178.0,84.0,26.5,9188,5838,23373,4875,6483
6041,25,178.0,84.0,26.5,8179,12971,16036,4345,8229
6042,24,179.0,86.0,26.8,7913,9876,10462,14000,7520
6043,36,178.0,84.0,26.5,4465,12144,14622,13784,4760
6044,19,180.0,86.0,26.5,5891,10126,17740,8843,7179
6045,25,182.0,84.0,25.4,15232,16120,5277,5374,7785
6046,32,181.0,86.0,26.3,24248,6291,2865,9902,6483
6047,29,177.0,76.0,24.3,19508,18534,3229,2706,5813
6048,26,181.0,87.0,26.6,4903,16089,8574,14242,5988
6049,31,173.0,85.0,28.4,18387,4600,4361,17752,4697
6050,33,170.0,79.0,27.3,26601,2943,12969,5492,1797
6051,25,173.0,73.0,24.4,25821,2832,9185,5999,5988
6052,31,168.0,70.0,24.8,34003,5812,940,3322,5749
6053,37,188.0,96.0,27.2,3675,6324,20863,12898,6069
6054,28,178.0,87.0,27.5,19508,4871,7274,8589,9597
6055,24,170.0,84.0,29.1,34698,3702,2943,5879,2619
6056,25,178.0,85.0,26.8,15232,6839,8292,6258,13251
6057,34,173.0,78.0,26.1,10735,19031,10982,4013,5112
6058,23,183.0,88.0,26.3,15232,11868,1581,12717,8479
6059,39,175.0,77.0,25.1,26601,9255,3809,3933,6284
6060,17,178.0,75.0,23.7,13218,10220,5715,10632,10104
6061,37,180.0,86.0,26.5,20070,8011,8584,6127,7100
6062,31,180.0,84.0,25.9,14443,10287,10548,6717,7901
6063,27,178.0,80.0,25.2,7913,5323,14349,6258,16056
6064,25,173.0,69.0,23.1,30006,5034,8584,3260,3025
6066,31,174.0,77.0,25.4,25056,4722,4121,9547,6483
6067,45,174.0,79.0,26.1,20070,11012,1601,8827,8421
6068,30,180.0,71.0,21.9,22015,11469,4646,5162,6647
6069,23,177.0,81.0,25.9,20070,9139,1549,6584,12598
6070,36,178.0,77.0,24.3,5891,18787,3539,12740,8990
6071,33,180.0,90.0,27.8,9881,2714,14997,14321,8038
6072,24,183.0,102.0,30.5,2056,3137,30481,9530,4760
6073,24,178.0,84.0,26.5,4465,5177,17267,12629,10428
6074,30,178.0,84.0,26.5,1683,7519,6321,24341,10104
6075,26,183.0,92.0,27.5,2225,9126,10871,6258,21493
6076,31,178.0,84.0,26.5,17871,9631,11346,6402,4726
6077,31,173.0,73.0,24.4,13218,16283,9699,5999,4796
6078,31,178.0,88.0,27.8,5363,8512,21272,13312,1544
6079,27,173.0,70.0,23.4,26601,12287,3597,2918,4604
6080,34,180.0,84.0,25.9,5609,4311,23493,10482,6116
6081,31,178.0,84.0,26.5,20685,9126,8388,6658,5179
6082,28,183.0,102.0,30.5,4465,3191,17212,19514,5660
6083,30,180.0,78.0,24.1,20070,5803,8480,5492,10199
6084,33,178.0,79.0,24.9,5891,5684,18319,7600,12551
6085,25,178.0,86.0,27.1,23544,9533,2037,6900,8038
6086,32,171.0,75.0,25.6,22015,8239,2657,4190,12954
6087,27,178.0,92.0,29.0,2225,12011,4421,19945,11462
6088,36,175.0,84.0,27.4,8179,14332,8916,11266,7375
6089,25,170.0,85.0,29.4,22820,5266,7860,11673,2451
6090,25,180.0,82.0,25.3,15232,12661,6370,10460,5352
6091,16,185.0,82.0,24.0,9532,7126,4824,18057,10537
6092,36,180.0,93.0,28.7,2225,2120,33752,9977,2004
6093,35,178.0,84.0,26.5,15232,17121,2311,5879,9537
6094,24,178.0,84.0,26.5,17433,14295,12659,2299,3398
6095,34,175.0,84.0,27.4,17433,5155,8042,11805,7655
6095,26,175.0,83.0,27.1,23544,5235,9015,5259,7037
6097,30,168.0,69.0,24.4,22820,16467,1964,2328,6518
6098,32,175.0,85.0,27.8,4903,6369,16049,11824,10956
6099,21,165.0,74.0,27.2,40098,5287,1857,1233,1641
6100,30,180.0,83.0,25.6,12109,8738,17759,5162,6351
6100,28,178.0,82.0,25.9,15232,9099,9181,6956,9651
6102,35,180.0,83.0,25.6,17871,9702,6553,10819,5179
6103,20,178.0,84.0,26.5,2794,9809,19588,11518,6416
6104,34,170.0,86.0,29.8,30006,4812,3952,8076,3293
6105,24,178.0,84.0,26.5,1054,7195,17282,17846,6777
6106,31,176.0,77.0,24.9,13218,9548,15131,5374,6886
6107,41,180.0,83.0,25.6,19508,12370,8695,5162,4423
6108,27,180.0,84.0,25.9,2225,14927,8931,10419,13671
6109,32,182.0,80.0,24.2,4068,14821,11556,8391,11347
6110,29,180.0,91.0,28.1,3860,3275,14356,19824,8871
6111,31,175.0,85.0,27.8,3675,17632,18396,5492,4994
6112,37,180.0,91.0,28.1,13831,4581,7541,11349,12899
6113,30,180.0,85.0,26.2,2898,8239,20576,8235,10262
6114,29,173.0,70.0,23.4,26601,9037,4699,3850,6027
6115,30,177.0,100.0,31.9,6260,3187,21142,15229,4400
6116,33,183.0,77.0,23.0,13831,12637,2768,14747,6251
6117,20,178.0,77.0,24.3,12109,8528,20665,4013,4921
6118,29,180.0,78.0,24.1,9532,14719,15957,4190,5856
6119,24,168.0,70.0,24.8,30006,8993,4426,1814,5019
6119,27,178.0,84.0,26.5,2056,12266,14203,13312,8421
6121,30,175.0,87.0,28.4,4263,3178,19476,16000,7342
6122,34,180.0,81.0,25.0,25056,5426,3520,8145,8134
6123,41,173.0,84.0,28.1,11188,14417,4095,16014,4574
6124,21,173.0,76.0,25.4,15232,5709,18575,5756,5019
6126,27,177.0,70.0,22.3,8517,10766,9394,8620,13003
6127,30,178.0,86.0,27.1,6260,7516,22033,7201,7291
6128,44,180.0,85.0,26.2,17871,6883,16042,5259,4261
6129,20,178.0,84.0,26.5,30006,6088,3156,3850,7222
6130,35,180.0,84.0,25.9,8828,5313,17698,8073,10428
6131,31,177.0,83.0,26.5,20685,4284,6537,13590,5255
6132,29,178.0,84.0,26.5,1812,13892,21044,7595,6027
6133,23,178.0,84.0,26.5,13831,20395,4857,7106,4187
6134,33,177.0,83.0,26.5,30006,7429,473,5374,7100
6135,28,172.0,67.0,22.6,28158,12419,349,3668,5790
6136,32,175.0,79.0,25.8,12109,6709,23424,3668,4476
6137,29,178.0,84.0,26.5,8828,19039,7217,9902,5413
6138,22,178.0,84.0,26.5,9532,4266,10307,14136,12165
6139,24,175.0,84.0,27.4,25821,7012,3350,5999,8229
6140,27,182.0,101.0,30.5,1125,886,39353,1573,7483
6141,31,178.0,84.0,26.5,12109,10287,9113,14283,4642
6142,29,178.0,88.0,27.8,3482,6425,6307,20431,13792
6143,34,171.0,75.0,25.6,37269,3356,2139,5621,2056
6144,16,180.0,79.0,24.4,26601,6027,4738,8773,4311
6145,34,178.0,81.0,25.6,13218,7790,19637,6731,3075
6147,34,178.0,86.0,27.1,17871,12076,3091,9324,8093
6148,37,178.0,88.0,27.8,11188,12564,3657,16504,6547
6149,30,185.0,95.0,27.8,2225,5086,17098,14462,11590
6150,28,183.0,82.0,24.5,7433,8850,8325,12371,13483
6151,33,170.0,71.0,24.6,22015,3621,13450,4098,7291
6152,29,175.0,70.0,22.9,22820,12198,5325,4432,5705
6153,29,170.0,80.0,27.7,13218,8089,16185,7734,5255
6154,39,178.0,82.0,25.9,10735,10126,6391,8181,15058
6155,27,175.0,84.0,27.4,30006,2911,13313,1458,2814
6156,37,175.0,84.0,27.4,20685,12936,7459,3723,5705
6157,35,175.0,86.0,28.1,29001,3045,9272,4432,4760
6157,21,178.0,84.0,26.5,7433,6223,8584,9929,18341
6159,27,183.0,86.0,25.7,6260,9007,10331,16690,8229
6160,27,185.0,95.0,27.8,1355,3210,8286,11635,26038
6161,31,178.0,88.0,27.8,7913,5527,14504,17409,5179
6162,31,187.0,91.0,26.0,1939,8471,18516,12155,9452
6163,23,178.0,93.0,29.4,34,779,26936,19744,3049
6164,32,175.0,70.0,22.9,33428,6632,2150,5999,2340
6165,39,185.0,93.0,27.2,3020,2401,35656,7476,2004
6166,38,183.0,82.0,24.5,2056,11915,16031,10517,10047
6167,26,186.0,87.0,25.1,2898,11667,14045,11546,10428
6168,35,176.0,83.0,26.8,7913,14601,10598,10402,7071
6169,36,183.0,90.0,26.9,6260,3167,25092,10449,5626
6170,34,175.0,95.0,31.0,4678,2717,13711,24358,5141
6171,26,178.0,86.0,27.1,12109,11915,8393,11546,6647
6172,26,178.0,84.0,26.5,25056,12828,3854,6127,2747
6173,36,175.0,84.0,27.4,7913,3570,14285,14969,9900
6173,21,183.0,96.0,28.7,12109,5323,19364,9418,4423
6175,27,178.0,82.0,25.9,7433,10660,19546,4013,8990
6176,26,178.0,82.0,25.9,10735,5493,17424,12074,4921
6177,26,178.0,84.0,26.5,12109,6088,9717,13377,9369
6178,30,179.0,80.0,25.0,5102,9459,10877,14349,10876
6179,41,173.0,78.0,26.1,30006,9278,2233,2230,6917
6180,26,175.0,93.0,30.4,4465,17791,7192,11481,9751
6181,21,175.0,79.0,25.8,11645,8373,8345,16083,6251
6182,35,174.0,82.0,27.1,10735,9189,15974,11349,3452
6182,31,186.0,103.0,29.8,5609,18880,5398,8319,12493
6184,19,178.0,73.0,23.0,18902,9264,12473,5492,4574
6185,28,178.0,84.0,26.5,13218,9207,8270,8353,11659
6186,26,180.0,93.0,28.7,9188,6931,7990,15990,10611
6187,20,173.0,84.0,28.1,15232,9991,14323,6628,4537
6187,30,185.0,84.0,24.5,11645,5230,22076,4689,7071
6189,30,170.0,80.0,27.7,11188,10542,14047,7437,7520
6190,32,172.0,80.0,27.0,20685,9429,8480,5999,6161
6191,26,175.0,80.0,26.1,30006,3121,4166,4689,8774
6192,26,175.0,84.0,27.4,5363,7396,17740,14806,5455
6193,36,175.0,84.0,27.4,12109,2160,22388,3385,10724
6194,27,180.0,84.0,25.9,6260,3771,15105,14232,11399
6195,29,178.0,84.0,26.5,8179,27265,4472,6127,4726
6196,30,178.0,84.0,26.5,11188,4217,14211,15978,5179
6197,43,188.0,98.0,27.7,4678,7302,15006,8878,14910
6198,32,180.0,93.0,28.7,17433,6521,12130,9709,5019
6199,25,178.0,76.0,24.0,12686,18779,16110,1524,1722
6200,21,175.0,79.0,25.8,12686,2906,26462,4345,4423
6201,28,164.0,75.0,27.9,24248,4412,12553,4778,4832
6202,27,168.0,74.0,26.2,25821,5773,11721,4513,2999
6203,22,180.0,83.0,25.6,9532,14674,7877,12727,6027
6204,33,178.0,92.0,29.0,919,2546,5292,17721,24370
6205,41,185.0,90.0,26.3,13218,10912,8475,10990,7256
6206,30,165.0,77.0,28.3,30006,6034,2256,5492,7071
6207,33,178.0,84.0,26.5,22015,16417,1037,7941,3452
6208,39,177.0,90.0,28.7,18387,11537,12684,3123,5141
6209,23,178.0,84.0,26.5,15232,10360,4160,19269,1860
6210,44,182.0,84.0,25.4,7433,10618,15484,9497,7854
6211,30,188.0,84.0,23.8,6260,8665,10262,11062,14640
6212,22,179.0,77.0,24.0,13218,16455,4183,7836,9201
6213,26,181.0,85.0,25.9,8828,8615,11108,8495,13856
6214,29,164.0,72.0,26.8,34698,6205,7541,950,1544
6215,29,173.0,79.0,26.4,21334,8859,3791,9843,7133
6216,30,170.0,70.0,24.2,21334,8359,2088,3061,16130
6217,29,181.0,95.0,29.0,14443,8390,3458,10076,14640
6219,35,173.0,77.0,25.7,15232,9831,12116,3061,10775
6220,30,175.0,78.0,25.5,18902,5342,13426,5492,7854
6221,33,180.0,84.0,25.9,17871,7237,16539,2858,6518
6222,27,178.0,84.0,26.5,9881,17686,11922,9447,2094
6223,29,175.0,84.0,27.4,18902,10220,3037,7734,11145
6224,20,173.0,77.0,25.7,15232,9508,3084,13260,9960
6225,19,178.0,85.0,26.8,11645,8859,17187,8603,4760
6226,22,183.0,93.0,27.8,1564,8789,10284,16083,14357
6227,20,176.0,85.0,27.4,14443,5299,7517,11111,12718
6228,35,175.0,81.0,26.4,15232,13092,12491,4778,5496
6229,33,170.0,76.0,26.3,29001,5118,6587,3933,6451
6230,24,185.0,85.0,24.8,15232,7170,13292,8222,7179
6231,35,185.0,88.0,25.7,4068,17105,11097,6882,11962
6232,37,168.0,69.0,24.4,40098,7699,772,1482,1074
6233,30,180.0,75.0,23.1,25056,4968,2787,10376,7941
6234,26,169.0,73.0,25.6,13218,7072,17515,6643,6682
6235,26,185.0,95.0,27.8,973,1779,33527,11267,3585
6236,28,182.0,72.0,21.7,30006,5803,7982,4432,2926
6236,30,169.0,76.0,26.6,27384,4054,5539,7217,6955
6238,43,180.0,79.0,24.4,14443,18791,5075,5374,7483
6239,34,173.0,82.0,27.4,22015,8995,5587,6876,7695
6240,35,178.0,86.0,27.1,7652,11839,7066,11424,13188
6240,20,178.0,77.0,24.3,14443,7396,8966,11330,9034
6242,20,178.0,84.0,26.5,10735,8058,27230,2706,2451
6243,42,177.0,90.0,28.7,10347,13860,4201,10726,12053
6243,34,183.0,90.0,26.9,6260,6433,8879,25078,4537
6245,31,186.0,92.0,26.6,2225,10730,6787,17855,13594
6246,29,178.0,83.0,26.2,12109,6017,1443,8794,22835
6247,28,178.0,84.0,26.5,1125,7245,9243,18529,15058
6248,35,185.0,100.0,29.2,1564,2431,29713,10320,7179
6249,28,180.0,88.0,27.2,2898,8665,14052,13341,12266
6250,35,175.0,84.0,27.4,18902,9118,6493,3526,13188
6251,34,190.0,92.0,25.5,4068,18093,10910,10941,7222
6252,33,178.0,84.0,26.5,2898,14705,19436,10620,3585
6252,26,178.0,84.0,26.5,12686,4210,23652,6748,3948
6254,36,183.0,83.0,24.8,13218,6710,12385,9997,8952
6255,29,178.0,84.0,26.5,27384,4039,6132,4875,8834
6256,35,168.0,73.0,25.9,40098,6938,489,2328,1414
6257,28,173.0,78.0,26.1,22015,5342,7130,5492,11297
6258,29,177.0,87.0,27.8,3165,8727,29763,6402,3221
6259,31,170.0,75.0,26.0,5102,14566,8060,14969,8585
6260,22,173.0,79.0,26.4,14443,6218,9295,12602,8734
6261,33,186.0,92.0,26.6,790,13015,13251,13377,10876
6262,27,183.0,98.0,29.3,14443,1677,18551,7692,8952
6263,32,179.0,75.0,23.4,15232,10864,7212,11946,6069
6264,27,178.0,84.0,26.5,5891,3702,14135,4267,23338
6265,37,185.0,96.0,28.0,2056,1664,19404,19732,8479
6265,38,183.0,87.0,26.0,3482,21866,3607,11424,10956
6267,27,188.0,89.0,25.2,12686,10537,11681,11736,4697
6268,23,182.0,80.0,24.2,7433,6747,26589,6258,4311
6269,42,180.0,93.0,28.7,13218,6949,14522,5061,11590
6270,34,178.0,86.0,27.1,15232,8373,9229,10653,7854
6272,32,179.0,92.0,28.7,9532,5493,12130,15038,9162
6273,28,176.0,76.0,24.5,6260,19517,17203,4611,3766
6274,31,175.0,84.0,27.4,1355,4987,33615,3796,7606
6275,31,184.0,90.0,26.6,12686,9975,18241,4432,6027
6276,30,165.0,67.0,24.6,30006,7047,5852,4345,4124
6277,25,178.0,84.0,26.5,17871,20334,3492,4267,5413
6278,24,175.0,87.0,28.4,15232,6613,12536,8419,8585
6279,32,178.0,84.0,26.5,10347,7209,7853,11288,14714
6280,27,170.0,77.0,26.6,9532,5981,18824,4432,12648
6281,28,178.0,79.0,24.9,15232,3834,14475,13531,4349
6282,28,175.0,83.0,27.1,21334,11953,1530,5259,11347
6283,20,183.0,82.0,24.5,4068,7452,22105,6402,11399
6284,28,179.0,88.0,27.5,5891,14762,12795,8235,9751
6285,27,173.0,73.0,24.4,21334,4808,12130,5756,7413
6287,34,178.0,91.0,28.7,5609,18817,10571,9064,7413
6288,43,183.0,94.0,28.1,9188,11022,15281,9177,6816
6289,28,183.0,91.0,27.2,8179,3816,25350,8485,5660
6290,45,175.0,75.0,24.5,29001,7363,2228,8594,4311
6291,25,173.0,77.0,25.7,15232,1413,18789,6697,9369
6292,25,173.0,86.0,28.7,4678,11226,22167,7225,6208
6293,32,178.0,92.0,29.0,8828,11930,15099,11946,3707
6294,22,178.0,84.0,26.5,10735,14440,9076,12999,4261
6295,34,180.0,102.0,31.5,7913,7245,10044,17963,8376
6296,36,181.0,88.0,26.9,8517,10941,15981,5492,10611
6297,32,173.0,81.0,27.1,23544,7274,7217,5999,7520
6298,25,180.0,84.0,25.9,8179,4422,11688,10117,17150
