rank,age,height_cm,weight_kg,bmi,19.1_rank,19.2_rank,19.3_rank,19.4_rank,19.5_rank
6298,24,178.0,85.0,26.8,6260,5673,28227,6402,4994
6300,30,178.0,84.0,26.5,21334,18776,2721,981,7746
6301,32,175.0,79.0,25.8,29001,7860,826,2482,11399
6302,38,168.0,75.0,26.6,30006,7667,6045,2799,5053
6303,36,178.0,84.0,26.5,12686,9831,9772,11916,7375
6304,39,182.0,81.0,24.5,12686,14373,15178,2799,6547
6304,33,178.0,84.0,26.5,11188,17879,5040,5621,11855
6306,32,185.0,88.0,25.7,4903,10220,16118,10154,10199
6307,32,181.0,80.0,24.4,7913,10633,16467,7673,8913
6308,28,180.0,93.0,28.7,6260,4303,28400,9081,3558
6309,41,185.0,91.0,26.6,7652,6467,14977,7538,14978
6310,42,175.0,86.0,28.1,28158,7872,4302,4875,6416
6311,33,173.0,84.0,28.1,14443,4501,16649,8096,7941
6312,27,173.0,83.0,27.7,15232,9445,4607,13767,8585
6313,37,178.0,68.0,21.5,30006,9230,2483,928,8990
6314,28,175.0,86.0,28.1,19508,8528,7388,7490,8734
6315,30,173.0,77.0,25.7,8179,6060,22203,10376,4832
6316,41,172.0,79.0,26.7,24248,12661,4668,5162,4921
6317,41,178.0,95.0,30.0,3482,7930,21068,11892,7291
6318,44,180.0,69.0,21.3,3482,19166,15037,6402,7606
6319,32,184.0,97.0,28.7,13831,6101,7480,14185,10104
6320,42,178.0,84.0,26.5,14443,14473,8574,7606,6616
6321,24,178.0,83.0,26.2,12109,8263,14127,9564,7655
6322,43,170.0,88.0,30.4,13831,8700,11949,16066,1180
6323,26,175.0,79.0,25.8,18387,8011,6482,12916,5940
6324,18,178.0,81.0,25.6,6260,7310,12385,18897,6886
6325,24,180.0,76.0,23.5,11645,12661,10954,7321,9162
6326,44,183.0,83.0,24.8,15232,7158,14285,4345,10724
6327,24,178.0,84.0,26.5,8179,12064,8393,12766,10346
6328,26,184.0,78.0,23.0,10735,9278,17102,7343,7291
6330,29,180.0,84.0,25.9,9532,3575,26474,9156,3025
6331,27,185.0,91.0,26.6,7433,8432,6548,14569,14788
6332,22,178.0,84.0,26.5,8828,8282,9591,15546,9537
6333,30,178.0,84.0,26.5,12686,13405,15147,5162,5413
6334,31,178.0,78.0,24.6,17871,7950,8913,6127,10956
6335,39,178.0,91.0,28.7,11188,4950,13358,9943,12386
6336,24,175.0,70.0,22.9,9881,16441,14119,4432,6955
6337,35,172.0,75.0,25.4,12109,9034,13839,5621,11243
6338,28,185.0,94.0,27.5,3020,7170,29776,9625,2256
6339,30,178.0,81.0,25.6,13218,11078,19690,4098,3766
6339,34,180.0,91.0,28.1,4068,6931,18290,18212,4349
6341,33,183.0,80.0,23.9,3675,10874,17482,13466,6387
6342,26,173.0,82.0,27.4,34003,3534,8393,2372,3585
6343,35,178.0,84.0,26.5,13218,10474,15541,5879,6777
6344,33,183.0,95.0,28.4,7913,2573,18502,17797,5112
6345,31,178.0,72.0,22.7,8517,19336,3657,10691,9704
6346,35,179.0,86.0,26.8,18387,6369,10364,13590,3196
6346,31,175.0,78.0,25.5,20070,12541,3698,10740,4857
6348,21,178.0,79.0,24.9,22015,9640,6083,7252,6917
6349,28,184.0,91.0,26.9,4068,2482,8993,33571,2797
6349,25,180.0,91.0,28.1,13218,4549,10287,9757,14100
6351,25,187.0,84.0,24.0,9188,14612,8726,13831,5561
6352,25,174.0,77.0,25.4,17871,13770,10230,4345,5705
6353,33,178.0,83.0,26.2,18902,13365,4350,7836,7483
6354,30,172.0,85.0,28.7,27384,9168,6854,4968,3585
6356,26,178.0,84.0,26.5,34698,5046,2251,3061,6917
6358,35,188.0,88.0,24.9,5363,9631,16398,7600,13003
6359,31,182.0,86.0,26.0,15232,6124,10758,8867,11015
6360,39,163.0,68.0,25.6,24248,7711,3854,7659,8527
6361,42,175.0,83.0,27.1,15232,13065,11080,4968,7655
6362,35,180.0,102.0,31.5,5102,7462,12327,17890,9244
6364,37,183.0,89.0,26.6,5102,9685,11008,11396,14847
6365,28,178.0,83.0,26.2,30006,7261,5640,6402,2747
6366,30,185.0,84.0,24.5,6260,8184,19534,8747,9332
6367,30,188.0,91.0,25.7,8828,11157,13570,10184,8327
6368,36,185.0,86.0,25.1,5609,5079,26431,2571,12386
6369,35,175.0,81.0,26.4,15232,13789,4766,8878,9413
6370,35,178.0,84.0,26.5,6260,6279,9549,20622,9369
6371,26,178.0,88.0,27.8,15232,7523,21185,3123,5019
6372,31,173.0,82.0,27.4,8828,4217,25188,8145,5705
6373,32,175.0,82.0,26.8,13831,3416,10579,20037,4226
6374,27,178.0,77.0,24.3,34003,10998,3916,824,2362
6375,24,178.0,88.0,27.8,11645,5348,26975,4345,3797
6376,32,188.0,95.0,26.9,5363,3902,8868,14691,19291
6377,27,183.0,98.0,29.3,2794,10174,19451,11848,7854
6378,24,181.0,85.0,25.9,13831,6645,6785,14614,10262
6379,22,173.0,90.0,30.1,9188,4266,16195,12740,9751
6380,28,180.0,86.0,26.5,8828,14943,17424,4098,6848
6381,28,174.0,72.0,23.8,15232,18915,1529,7888,8585
6382,21,173.0,67.0,22.4,30006,4992,6040,4345,6777
6383,29,185.0,90.0,26.3,1125,14134,18241,12777,5888
6384,30,183.0,84.0,25.1,6260,13065,12405,7193,13251
6385,27,178.0,81.0,25.6,30006,6369,3370,7704,4726
6386,18,165.0,66.0,24.2,30006,10736,7592,623,3221
6387,19,180.0,89.0,27.5,5891,10444,10210,12916,12718
6388,30,178.0,79.0,24.9,2225,10754,8931,24521,5749
6390,40,180.0,93.0,28.7,11645,7563,6688,18320,7980
6391,23,180.0,91.0,28.1,6260,5615,6774,22089,11462
6392,35,183.0,90.0,26.9,10347,10754,8270,15990,6848
6393,37,183.0,82.0,24.5,14443,8512,11962,9274,8038
6394,40,178.0,88.0,27.8,12109,2773,18452,10376,8527
6395,27,178.0,79.0,24.9,13831,10670,5312,14771,7655
6396,33,183.0,86.0,25.7,17871,9396,7834,8312,8834
6397,32,178.0,88.0,27.8,12109,16067,7310,9165,7606
6398,29,183.0,86.0,25.7,3165,8390,8888,22012,9806
6399,35,174.0,71.0,23.5,26601,12144,2054,2099,9369
6400,37,180.0,93.0,28.7,6260,11915,5711,11396,16999
6401,40,175.0,75.0,24.5,17871,7971,15216,5999,5228
6402,29,178.0,84.0,26.5,8828,4517,11611,17797,9537
6403,32,188.0,94.0,26.6,1266,7892,14965,20274,7901
6404,31,178.0,75.0,23.7,5891,28088,7183,7004,4156
6405,29,173.0,80.0,26.7,13831,3608,11922,9171,13792
6406,33,178.0,84.0,26.5,23544,5793,8975,11719,2305
6407,31,178.0,82.0,25.9,12109,10360,18750,5374,5749
6408,30,178.0,85.0,26.8,12109,3346,25049,2140,9704
6409,33,174.0,79.0,26.1,26601,4852,3357,11660,5888
6410,34,180.0,82.0,25.3,22820,6048,8475,7336,7695
6411,21,181.0,89.0,27.2,14443,10187,8503,13041,6208
6412,31,187.0,88.0,25.2,4263,12476,19500,8586,7564
6413,21,184.0,88.0,26.0,15232,10317,4946,7542,14357
6414,21,182.0,94.0,28.4,7913,4369,18323,11376,10428
6414,26,178.0,90.0,28.4,8828,7832,13296,12916,9537
6416,38,178.0,88.0,27.8,19508,5208,7467,9564,10665
6417,40,178.0,82.0,25.9,12109,7780,18434,8207,5888
6419,34,183.0,91.0,27.2,3675,3729,25003,13665,6351
6420,28,180.0,98.0,30.2,5102,4338,23552,11301,8134
6421,29,178.0,82.0,25.9,10347,13789,2865,16748,8686
6422,24,178.0,86.0,27.1,5363,13819,16569,14256,2433
6424,28,179.0,81.0,25.3,11188,10248,15019,9319,6682
6425,30,178.0,85.0,26.8,22820,9163,3402,12766,4311
6426,26,175.0,82.0,26.8,9532,7310,16168,15916,3558
6427,28,175.0,88.0,28.7,17433,4780,7251,14543,8479
6428,33,183.0,95.0,28.4,6260,3428,20670,9412,12718
6429,31,173.0,80.0,26.7,4263,5905,9873,15064,17392
6430,34,178.0,86.0,27.1,11645,5024,9682,19838,6309
6431,28,170.0,77.0,26.6,23544,7672,7398,9488,4423
6432,28,182.0,90.0,27.2,4465,15061,12455,6900,13671
6433,30,178.0,91.0,28.7,9881,8859,6008,24323,3485
6435,25,190.0,93.0,25.8,5891,18324,10963,12797,4604
6436,47,182.0,90.0,27.2,3860,8046,33678,2140,4857
6437,37,182.0,80.0,24.2,14443,10874,6527,8307,12439
6438,32,178.0,89.0,28.1,6260,4706,6829,26942,7854
6438,24,180.0,95.0,29.3,6260,9920,16217,9893,10301
6440,20,186.0,87.0,25.1,7913,8239,17113,9130,10199
6441,24,178.0,84.0,26.5,13831,14011,8916,5492,10346
6442,35,165.0,84.0,30.9,30006,8373,6473,2918,4832
6443,31,175.0,79.0,25.8,12109,7462,12411,11459,9162
6444,24,183.0,91.0,27.2,9532,7027,12520,15111,8421
6445,28,178.0,84.0,26.5,10735,25294,9471,2009,5112
6446,32,175.0,80.0,26.1,15232,5971,15247,7461,8734
6447,26,179.0,75.0,23.4,19508,10053,7524,9714,5856
6448,23,175.0,82.0,26.8,22820,7274,6354,8462,7746
6449,32,181.0,90.0,27.5,17433,7686,6575,10868,10104
6450,35,173.0,79.0,26.4,28158,7971,5508,7472,3558
6451,25,178.0,84.0,26.5,6260,4390,18319,16045,7655
6452,25,170.0,86.0,29.8,22820,14130,3091,7874,4760
6453,30,170.0,82.0,28.4,21334,12483,5111,6258,7520
6454,25,175.0,85.0,27.8,8828,6993,23500,4190,9201
6455,30,178.0,83.0,26.2,14443,15553,7074,6402,9244
6456,24,178.0,77.0,24.3,10735,12788,7974,12230,8990
6457,21,173.0,78.0,26.1,18902,6844,11326,8235,7413
6458,28,178.0,77.0,24.3,20685,8968,3657,8016,11399
6459,22,173.0,73.0,24.4,24248,15940,715,3595,8229
6461,34,190.0,100.0,27.7,4903,6133,18311,9977,13433
6462,30,180.0,90.0,27.8,1564,2832,46325,771,1273
6463,27,180.0,87.0,26.9,5891,11107,6435,14489,14847
6463,27,173.0,77.0,25.7,22015,6101,9731,7822,7100
6465,32,177.0,82.0,26.2,17433,9594,11221,5492,9034
6466,26,173.0,84.0,28.1,29001,8309,6184,4611,4697
6468,28,169.0,79.0,27.7,43323,3834,1181,2615,1860
6469,32,170.0,80.0,27.7,22015,6859,5768,10353,7829
6470,26,169.0,80.0,28.0,4678,15173,16151,9826,6998
6471,39,180.0,90.0,27.8,7433,8587,6994,24362,5455
6472,30,165.0,66.0,24.2,40098,4294,6083,288,2077
6473,24,178.0,88.0,27.8,10347,8843,3839,14969,14847
6473,27,178.0,82.0,25.9,4068,19669,7677,16531,4900
6475,17,170.0,79.0,27.3,20685,10802,5649,5879,9852
6476,26,178.0,84.0,26.5,20070,17686,1891,6682,6547
6477,32,178.0,79.0,24.9,14443,5008,16454,12634,4349
6478,33,187.0,92.0,26.3,6260,4169,14444,11778,16261
6479,36,173.0,74.0,24.7,24248,10620,3493,4968,9597
6480,32,165.0,70.0,25.7,22015,9594,7787,6952,6583
6481,26,174.0,81.0,26.8,19508,6324,14596,6402,6116
6482,19,168.0,75.0,26.6,23544,5466,10127,10228,3585
6483,42,180.0,87.0,26.9,9881,9533,14101,7727,11714
6484,33,175.0,77.0,25.1,22015,6832,6100,10449,7564
6485,22,175.0,75.0,24.5,27384,9429,2493,3850,9806
6486,25,170.0,88.0,30.4,13218,3685,15417,9771,10876
6487,21,180.0,83.0,25.6,5891,9099,20644,9482,7854
6488,22,170.0,77.0,26.6,14443,8789,2172,9801,17768
6489,22,178.0,88.0,27.8,13218,8927,11108,9773,9960
6490,41,170.0,77.0,26.6,28158,6573,705,10376,7179
6490,30,188.0,82.0,23.2,14443,9328,9344,10632,9244
6492,30,178.0,88.0,27.8,6260,10053,14427,14220,8038
6493,22,190.0,92.0,25.5,7913,5273,17120,12314,10382
6494,24,175.0,78.0,25.5,20070,5155,14461,7799,5523
6495,35,173.0,72.0,24.1,21334,9118,12761,4345,5455
6496,29,175.0,77.0,25.1,12109,10851,13489,6822,9751
6497,25,178.0,84.0,26.5,3165,4461,11513,21976,11908
6498,26,175.0,79.0,25.8,19508,11392,6141,8253,7746
6499,29,183.0,85.0,25.4,7652,8003,13189,12665,11533
6500,28,170.0,80.0,27.7,25821,4469,6174,12845,3736
6501,30,185.0,84.0,24.5,15232,5101,22058,3850,6816
6502,25,179.0,85.0,26.5,18387,3557,25369,3668,2077
6503,22,177.0,80.0,25.5,18902,9702,3864,7343,13251
6504,34,180.0,88.0,27.2,8828,8263,10992,11736,13251
6505,32,173.0,79.0,26.4,29001,14628,844,3186,5413
6506,28,177.0,80.0,25.5,9532,10240,14569,9865,8871
6507,33,183.0,84.0,25.1,12109,8058,23937,3796,5179
6508,23,172.0,75.0,25.4,15232,14612,7892,3260,12094
6509,35,180.0,89.0,27.5,19508,3771,7949,17169,4697
6510,30,180.0,86.0,26.5,11188,7670,9639,9547,15058
6511,27,178.0,88.0,27.8,8179,8850,16557,9530,9996
6512,30,168.0,73.0,25.9,26601,13347,1894,4013,7291
6513,29,163.0,68.0,25.6,45485,2290,1783,2615,985
6514,26,173.0,70.0,23.4,30006,9070,5829,5999,2256
6515,30,178.0,78.0,24.6,26601,9576,4738,7289,4961
6516,32,183.0,91.0,27.2,17871,11595,6236,12378,5087
6518,43,188.0,98.0,27.7,9881,4821,13190,15176,10104
6519,38,175.0,76.0,24.8,17433,14433,8749,8560,4001
6520,31,185.0,92.0,26.9,11645,11645,10978,9314,9597
6521,34,178.0,86.0,27.1,5891,37093,2209,5492,2502
6522,33,188.0,95.0,26.9,11645,8089,10972,18266,4226
6523,35,185.0,93.0,27.2,11645,4722,22221,4513,10104
6524,34,175.0,82.0,26.8,12109,6034,12638,12001,10428
6525,31,177.0,82.0,26.2,4068,16670,10910,6722,14847
6526,25,183.0,86.0,25.7,2225,4107,9676,25046,12165
6527,26,175.0,85.0,27.8,26601,10874,4523,5061,6161
6528,23,180.0,74.0,22.8,13218,19585,9613,7276,3533
6529,21,180.0,86.0,26.5,13831,11759,11804,10609,5228
6530,27,174.0,70.0,23.1,14443,14292,8253,6402,9852
6531,33,178.0,76.0,24.0,12109,7731,12495,10192,10724
6532,37,178.0,95.0,30.0,9881,8420,17091,8449,9413
6533,34,172.0,67.0,22.6,30006,8011,1737,5756,7746
6534,29,178.0,70.0,22.1,20685,13392,4395,6258,8527
6535,26,175.0,82.0,26.8,17871,7579,5401,5259,17150
6535,32,183.0,89.0,26.6,7652,6101,23464,10726,5317
6537,23,180.0,73.0,22.5,8179,12629,20744,3385,8327
6538,29,176.0,88.0,28.4,18387,8808,8426,8699,8952
6539,27,182.0,84.0,25.4,4678,13978,10935,15356,8327
6540,31,180.0,80.0,24.7,5609,14373,10396,11498,11399
6541,26,178.0,84.0,26.5,11188,11356,7283,14462,8990
6542,33,180.0,84.0,25.9,13831,8347,14079,6825,10199
6543,22,178.0,84.0,26.5,5102,4303,29939,7355,6583
6544,29,183.0,86.0,25.7,12686,9722,13226,10708,6955
6545,26,178.0,86.0,27.1,30006,2398,2918,7443,10537
6546,31,175.0,75.0,24.5,28158,8420,6907,2482,7342
6547,36,175.0,84.0,27.4,20070,5266,4183,13312,10479
6548,28,178.0,70.0,22.1,38189,2989,2332,3385,6416
6549,43,173.0,79.0,26.4,13831,14337,10477,8423,6251
6549,17,178.0,84.0,26.5,10735,12457,7571,15111,7445
6551,26,177.0,83.0,26.5,15232,15679,4130,15928,2362
6552,28,175.0,86.0,28.1,20685,11595,2894,11719,6451
6553,25,177.0,102.0,32.6,8828,3112,31749,5259,4400
6553,32,178.0,84.0,26.5,4903,15224,10935,15935,6351
6555,25,175.0,77.0,25.1,15232,23909,5335,3020,5856
6556,34,176.0,89.0,28.7,10735,8665,20695,7768,5496
6557,41,183.0,88.0,26.3,9188,17282,11793,7692,7413
6558,26,185.0,75.0,21.9,5363,15153,8328,8909,15628
6559,33,168.0,72.0,25.5,30006,4994,6673,4190,7520
6560,37,178.0,89.0,28.1,5102,12685,4628,18476,12493
6560,28,183.0,78.0,23.3,8828,6832,23448,4778,9498
6563,32,177.0,86.0,27.5,21334,6583,10799,3322,11399
6564,35,190.0,98.0,27.1,3165,5365,5330,24314,15272
6566,29,178.0,81.0,25.6,25821,6774,12768,4968,3119
6567,31,173.0,77.0,25.7,8828,25276,7982,4190,7179
6568,20,178.0,84.0,26.5,11188,7523,5726,5621,23424
6569,23,178.0,84.0,26.5,3675,9640,29867,6402,3909
6570,21,178.0,84.0,26.5,15232,8599,9699,13041,6955
6571,26,179.0,72.0,22.5,20685,8390,5587,7109,11769
6572,29,180.0,83.0,25.6,11188,16939,19624,2178,3614
6572,33,183.0,91.0,27.2,11645,2463,26500,5756,7179
6574,32,176.0,83.0,26.8,8517,7429,22139,8173,7291
6575,31,180.0,84.0,25.9,23544,8599,7494,10849,3075
6576,38,178.0,84.0,26.5,18902,9809,9811,11132,3909
6577,36,173.0,86.0,28.7,13218,20068,8584,2328,9369
6578,39,178.0,84.0,26.5,7433,10874,13558,11094,10611
6579,21,178.0,71.0,22.4,21334,6463,16596,950,8229
6580,27,178.0,84.0,26.5,37269,7798,5306,1754,1450
6581,29,178.0,84.0,26.5,3860,9492,7673,18699,13856
6581,31,174.0,83.0,27.4,9532,9563,11871,8758,13856
6583,35,170.0,77.0,26.6,30006,4134,7237,5621,6583
6584,29,178.0,84.0,26.5,7913,6324,12649,15928,10775
6585,28,174.0,75.0,24.8,10347,11342,16118,8721,7071
6586,29,175.0,69.0,22.5,30006,3575,8571,3595,7854
6587,29,179.0,92.0,28.7,1355,1555,33551,8819,8327
6588,35,178.0,84.0,26.5,2225,6360,30091,9422,5561
6589,40,190.0,100.0,27.7,759,7780,29713,8343,7071
6590,31,183.0,96.0,28.7,11645,4540,6354,20594,10537
6591,35,182.0,88.0,26.6,12686,7225,13279,9873,10611
6592,34,178.0,85.0,26.8,3165,4238,14356,22113,9806
6593,27,183.0,90.0,26.9,3675,2996,25203,12740,9065
6594,21,178.0,84.0,26.5,17871,6787,18813,5259,4961
6595,39,188.0,97.0,27.4,1054,8496,19340,14377,10428
6595,22,178.0,81.0,25.6,8517,5793,9691,15902,13792
6597,28,168.0,75.0,26.6,21334,14269,10462,5259,2381
6598,30,185.0,91.0,26.6,2898,10262,8296,11673,20583
6599,26,179.0,72.0,22.5,15232,10589,20639,866,6387
6600,39,170.0,81.0,28.0,11645,5149,19931,14242,2747
6601,34,173.0,75.0,25.1,20070,8359,4857,11018,9413
6603,45,178.0,86.0,27.1,8179,5378,9295,23266,7606
6604,24,183.0,86.0,25.7,30006,10081,3879,5879,3880
6605,28,178.0,79.0,24.9,22820,8263,10556,7374,4726
6607,27,170.0,70.0,24.2,29001,12661,3831,4267,4001
6608,23,190.0,95.0,26.3,11188,5208,17177,15464,4726
6609,37,178.0,93.0,29.4,6260,7950,13321,11045,15203
6610,22,175.0,85.0,27.8,19508,2060,15703,7799,8734
6611,33,178.0,85.0,26.8,13831,10457,11235,11190,7100
6612,33,183.0,93.0,27.8,6260,3094,28341,11824,4311
6614,29,168.0,73.0,25.9,30006,11022,2246,4689,5888
6615,35,180.0,85.0,26.2,14443,11555,11998,8522,7342
6616,24,175.0,83.0,27.1,9881,17816,12532,5374,8293
6617,22,173.0,84.0,28.1,22820,2989,5606,8197,14287
6617,35,176.0,82.0,26.5,15232,6379,11910,9081,11297
6619,25,185.0,90.0,26.3,7652,7342,3857,12655,22404
6620,30,183.0,91.0,27.2,3320,6186,9595,19901,14910
6621,30,174.0,86.0,28.4,4465,2284,35701,7240,4226
6622,36,180.0,85.0,26.2,22820,2500,6342,7772,14488
6622,41,178.0,77.0,24.3,12109,12419,6211,13283,9900
6624,16,178.0,68.0,21.5,15232,14739,13476,5756,4726
6625,27,178.0,80.0,25.2,9532,9975,26492,2009,5940
6626,25,178.0,85.0,26.8,6260,4360,17474,15861,9996
6627,22,175.0,73.0,23.8,17433,14529,3916,3850,14225
6628,23,176.0,85.0,27.4,15232,14039,4117,10673,9900
6629,31,178.0,101.0,31.9,15232,5323,9635,13629,10155
6630,35,175.0,91.0,29.7,8179,7209,19735,13440,5413
6631,33,175.0,79.0,25.8,26601,8081,4561,6258,8479
6632,28,180.0,102.0,31.5,6260,4401,9201,24832,9288
6633,28,178.0,84.0,26.5,5363,4020,28289,4778,11533
6634,40,175.0,84.0,27.4,18902,12573,9033,6258,7222
6636,27,190.0,84.0,23.3,3320,9702,23507,11758,5705
6637,41,180.0,94.0,29.0,8828,17242,3799,11349,12776
6637,17,173.0,73.0,24.4,14443,15870,10477,7177,6027
6639,31,188.0,94.0,26.6,1125,8599,28106,12717,3452
6640,26,173.0,82.0,27.4,30006,4141,12810,1299,5749
6641,26,178.0,84.0,26.5,12686,2515,3591,23209,12011
6642,26,175.0,85.0,27.8,12109,11392,14714,4267,11533
6643,30,179.0,84.0,26.2,18902,13247,7567,5879,8421
6644,26,182.0,85.0,25.7,6260,9305,5977,19772,12718
6645,43,180.0,99.0,30.6,1683,5928,21983,15854,8585
6646,49,175.0,86.0,28.1,13831,10174,8534,16267,5228
6647,28,180.0,80.0,24.7,13218,10477,15391,5621,9332
6648,37,183.0,88.0,26.3,15232,4793,13570,7898,12551
6649,29,184.0,80.0,23.6,13831,6915,9896,14169,9244
6650,30,178.0,84.0,26.5,30006,12294,7377,2615,1770
6651,25,181.0,80.0,24.4,6260,11454,9688,10170,16493
6652,26,178.0,95.0,30.0,5891,12118,17212,9262,9597
6653,43,175.0,84.0,27.4,14443,3331,32761,2266,1287
6654,26,178.0,75.0,23.7,5609,9230,19697,8158,11399
6655,26,173.0,84.0,28.1,12686,8046,1398,15909,16056
6656,17,175.0,74.0,24.2,13831,9669,18445,5999,6161
6657,24,178.0,83.0,26.2,15232,15006,9752,9646,4476
6658,30,168.0,88.0,31.2,20685,4159,13735,11535,4001
6659,41,183.0,83.0,24.8,10735,9407,11246,12191,10537
6660,33,189.0,95.0,26.6,3675,11736,19396,10537,8774
6661,32,178.0,95.0,30.0,5891,8408,15616,3061,21147
6662,24,178.0,84.0,26.5,2225,16120,14060,10007,11714
6663,32,185.0,87.0,25.4,2684,13031,20603,8364,9452
6664,28,175.0,81.0,26.4,24248,11683,3145,4689,10382
6665,39,186.0,93.0,26.9,8179,9831,6346,20557,9244
6666,28,178.0,93.0,29.4,10735,5821,9667,14462,13483
6667,29,175.0,86.0,28.1,9881,9139,20532,11824,2797
6668,32,177.0,75.0,23.9,9881,14529,9104,12777,7901
6669,26,178.0,84.0,26.5,2225,9174,14022,16558,12220
6669,31,187.0,84.0,24.0,15232,9975,14065,7972,6955
6671,32,175.0,81.0,26.4,18387,2284,12550,10726,10262
6672,27,183.0,81.0,24.2,3320,10694,17769,13440,8990
6673,31,178.0,77.0,24.3,20070,5062,1723,20117,7256
6673,27,183.0,89.0,26.6,6260,5863,21991,14886,5228
6675,34,178.0,82.0,25.9,23544,11188,3110,4875,11533
6676,37,170.0,91.0,31.5,15232,7310,10579,14720,6416
6677,48,170.0,73.0,25.3,28158,11782,5797,5259,3267
6678,29,178.0,81.0,25.6,12686,4709,23573,4267,9034
6679,29,173.0,79.0,26.4,21334,13509,7999,5492,5940
6680,33,170.0,73.0,25.3,20685,4980,7106,6869,14640
6681,38,175.0,77.0,25.1,25821,4716,8049,11607,4096
6682,35,178.0,88.0,27.8,13831,9736,13476,11736,5523
6683,26,183.0,93.0,27.8,3320,10957,21991,9856,8189
6686,31,176.0,77.0,24.9,19508,15438,1176,7958,10262
6688,28,173.0,82.0,27.4,15232,6017,23872,7171,2056
6689,25,180.0,82.0,25.3,25821,10609,2101,4778,11059
6690,29,185.0,84.0,24.5,9188,8027,24270,3933,8952
6691,29,188.0,98.0,27.7,10347,8454,11826,12033,11714
6692,28,178.0,90.0,28.4,5102,2280,13358,17873,15762
6693,29,180.0,91.0,28.1,12686,5735,22151,6682,7133
6694,44,183.0,82.0,24.5,14443,8347,13450,10475,7695
6695,24,183.0,91.0,27.2,1939,12573,11040,12606,16261
6696,27,173.0,77.0,25.7,18387,6673,9364,9466,10537
6697,31,178.0,84.0,26.5,14443,14970,5340,6776,12899
6698,25,178.0,84.0,26.5,15232,17588,5958,10819,4832
6699,28,178.0,84.0,26.5,9532,17242,3767,9917,13973
6700,30,180.0,80.0,24.7,17433,21866,616,6402,8134
6700,34,180.0,90.0,27.8,3482,29627,8345,5999,6998
6702,34,183.0,93.0,27.8,15232,4892,7325,15990,11015
6703,33,183.0,93.0,27.8,2684,21753,3899,15920,10199
6704,29,170.0,72.0,24.9,17433,9114,20659,1968,5284
6705,27,178.0,84.0,26.5,6260,9478,6797,14396,17546
6706,36,172.0,70.0,23.7,22015,16270,9704,2178,4311
6706,25,180.0,84.0,25.9,3860,6949,17177,9929,16563
6708,38,168.0,83.0,29.4,21334,7047,14186,6825,5087
6709,35,170.0,76.0,26.3,21334,10845,2357,3457,16493
6710,28,170.0,77.0,26.6,27384,8037,10101,5259,3707
6712,32,188.0,99.0,28.0,4678,4390,28017,10537,6886
6713,29,178.0,84.0,26.5,15232,17588,4271,6127,11297
6714,29,178.0,84.0,26.5,19508,11782,6184,4778,12266
6715,37,180.0,100.0,30.9,3020,3902,30307,7600,9704
6716,33,178.0,73.0,23.0,25821,5054,1912,6127,15628
6716,26,173.0,77.0,25.7,17871,5848,18333,5492,6998
6718,26,186.0,92.0,26.6,3675,6433,26481,8462,9498
6719,34,188.0,93.0,26.3,13831,15649,5498,10740,8834
6720,31,189.0,91.0,25.5,5363,7491,10186,18614,12899
6721,37,170.0,68.0,23.5,39132,7704,532,1669,5523
6722,33,178.0,79.0,24.9,10735,16603,11733,8291,7222
6723,30,184.0,82.0,24.2,17871,9014,20569,4267,2872
6724,23,178.0,84.0,26.5,9532,10355,6503,13565,14640
6726,38,178.0,91.0,28.7,12686,8808,5761,14511,12836
6726,40,182.0,87.0,26.3,11645,7626,6755,19663,8913
6728,45,175.0,85.0,27.8,12686,9594,13435,14164,4726
6729,29,178.0,84.0,26.5,9532,9640,3346,6258,25832
6730,30,170.0,77.0,26.6,21334,6949,4263,15387,6682
6731,17,165.0,68.0,25.0,48983,3465,251,1173,748
6732,27,186.0,93.0,26.9,7652,12242,23402,5621,5705
6733,23,178.0,88.0,27.8,9881,6474,19476,8800,9996
6734,35,177.0,82.0,26.2,4678,7760,23694,7795,10724
6735,39,175.0,77.0,25.1,29001,7736,4857,4345,8734
6737,27,178.0,85.0,26.8,7652,8570,17254,10184,11015
6738,32,172.0,93.0,31.4,22015,2463,14285,11518,4400
6739,19,186.0,83.0,24.0,3320,11188,18457,16932,4796
6740,36,183.0,86.0,25.7,6260,9316,19361,11577,8189
6742,36,173.0,74.0,24.7,12686,10903,17379,5999,7746
6743,31,170.0,94.0,32.5,18387,8665,20201,4778,2688
6744,26,178.0,84.0,26.5,9881,18871,9354,6722,9900
6745,26,178.0,84.0,26.5,25821,9216,10323,3020,6351
6746,34,178.0,88.0,27.8,19508,5719,19827,5374,4311
6746,25,178.0,82.0,25.9,4465,7559,8618,22921,11176
6748,27,180.0,90.0,27.8,22820,8930,8845,8693,5455
6749,26,183.0,80.0,23.9,4263,7971,20814,8522,13188
6750,33,178.0,87.0,27.5,3020,2342,35264,11349,2784
6751,27,183.0,77.0,23.0,13218,12971,11821,8071,8686
6752,18,178.0,90.0,28.4,6260,8496,20656,14396,4961
6753,28,173.0,74.0,24.7,28158,10754,6679,2571,6616
6754,31,170.0,87.0,30.1,20070,15608,6511,8560,4031
6755,33,178.0,84.0,26.5,14443,7326,8549,13237,11243
6756,45,178.0,84.0,26.5,19508,8587,10132,8543,8038
6757,26,180.0,97.0,29.9,5363,9174,7192,27095,5988
6758,33,178.0,85.0,26.8,5102,12564,22076,10799,4287
