rank,age,height_cm,weight_kg,bmi,total_points,191_rank,192_rank,193_rank,194_rank,195_rank,Australia,Brazil,Canada,Denmark,Iceland,Russian Federation,Switzerland,United Kingdom,United States
4054,23,178.0,84.0,26.5,34986,6260,16120,6321,2918,3367,0,0,0,1,0,0,0,0,0
4055,29,190.0,88.0,24.4,34990,1939,9521,10256,7778,5496,0,0,0,0,0,0,0,0,1
4056,22,178.0,84.0,26.5,34992,2225,7569,16340,4345,4513,0,0,0,0,0,0,0,0,1
4056,32,178.0,83.0,26.2,34992,11188,10851,3047,4345,5561,0,0,0,0,0,0,0,1,0
4058,30,170.0,72.0,24.9,35003,13831,7768,3535,3322,6547,0,0,0,0,0,0,1,0,0
4059,29,181.0,98.0,29.9,35005,1564,1516,4395,19701,7829,0,0,0,0,0,0,0,0,0
4060,32,170.0,84.0,29.1,35008,9532,5652,4439,9177,6208,0,0,0,0,0,0,0,0,1
4061,25,178.0,80.0,25.2,35032,2898,6487,14055,6832,4760,0,0,0,0,0,0,0,1,0
4062,27,15.0,96.0,4266.7,35033,3020,2021,12323,10327,7342,0,0,0,0,0,0,0,0,1
4063,40,178.0,84.0,26.5,35037,5363,8226,10598,3933,6917,0,0,0,0,0,0,0,0,0
4064,36,182.0,87.0,26.3,35048,15232,3921,4646,3020,8229,0,0,0,0,0,0,0,0,0
4065,26,185.0,85.0,24.8,35064,5891,5273,7303,7490,9107,0,0,0,0,0,0,0,0,0
4066,29,167.0,72.0,25.8,35067,18902,3996,1269,4513,6387,1,0,0,0,0,0,0,0,0
4067,37,167.0,72.0,25.8,35076,5363,16262,7472,2758,3221,0,0,0,0,0,0,0,0,0
4068,39,183.0,90.0,26.9,35083,8179,3983,9657,8977,4287,0,0,0,0,0,0,0,1,0
4069,34,170.0,84.0,29.1,35086,22015,2374,2383,6258,2056,0,0,0,0,0,0,0,0,1
4070,24,186.0,108.0,31.2,35093,7433,3022,11567,9586,3485,0,0,0,0,0,0,0,0,0
4071,30,190.0,104.0,28.8,35100,202,2978,17063,11590,3267,0,0,0,1,0,0,0,0,0
4072,28,178.0,84.0,26.5,35117,10347,3720,3635,4345,13070,0,0,0,0,0,0,0,0,1
4073,31,178.0,84.0,26.5,35141,12109,2679,2745,14123,3485,1,0,0,0,0,0,0,0,0
4074,32,178.0,80.0,25.2,35150,18387,3282,3412,6584,3485,0,0,0,0,0,1,0,0,0
4075,33,178.0,92.0,29.0,35159,1683,6907,15189,5492,5888,0,0,0,0,0,0,0,1,0
4076,26,173.0,81.0,27.1,35164,15232,8149,2672,4190,4921,0,0,0,0,0,0,0,0,1
4077,38,174.0,78.0,25.8,35169,14443,2770,11826,3723,2407,0,0,0,0,0,0,0,0,0
4078,41,180.0,84.0,25.9,35207,4903,7941,4949,9850,7564,0,0,0,0,0,0,0,0,1
4079,33,180.0,85.0,26.2,35214,2225,4090,20572,5756,2571,0,0,0,0,0,0,0,0,0
4080,44,173.0,79.0,26.4,35221,13831,6774,3010,1754,9852,0,0,0,0,0,0,0,0,1
4081,30,177.0,70.0,22.3,35230,15232,10464,3737,3457,2340,0,0,0,0,0,1,0,0,0
4082,32,178.0,84.0,26.5,35232,13831,8089,4446,2658,6208,0,0,0,0,0,0,0,0,1
4083,31,172.0,80.0,27.0,35235,25056,3441,1391,4875,472,0,0,0,0,0,0,0,0,0
4084,25,170.0,85.0,29.4,35263,18387,5333,6635,3186,1722,0,0,0,0,0,0,0,0,0
4085,36,180.0,84.0,25.9,35267,8179,3747,8626,4611,10104,0,0,0,0,0,0,0,0,1
4086,26,185.0,88.0,25.7,35273,10735,12971,2824,4267,4476,0,0,0,0,0,0,0,0,0
4087,32,168.0,81.0,28.7,35281,4903,4859,2516,13590,9413,0,0,0,0,0,0,0,0,1
4088,31,177.0,83.0,26.5,35290,3675,5476,5770,11635,8734,0,0,0,0,0,0,0,1,0
4089,29,178.0,77.0,24.3,35297,20070,5863,800,3385,5179,0,0,0,0,0,0,0,0,1
4090,29,178.0,84.0,26.5,35301,20685,4107,696,6127,3686,0,0,0,0,0,0,0,0,1
4091,28,168.0,75.0,26.6,35306,22820,3076,1517,4013,3880,0,0,0,0,0,0,0,0,1
4092,28,168.0,75.0,26.6,35309,24248,3996,851,3595,2619,0,0,0,0,0,0,0,0,1
4093,24,178.0,84.0,26.5,35311,6260,7841,6521,7772,6917,0,0,0,0,0,0,0,0,0
4094,37,181.0,85.0,25.9,35320,6260,9230,2288,11916,5626,0,0,0,0,0,0,0,0,0
4095,30,178.0,84.0,26.5,35323,6260,4678,7197,9403,7785,0,0,0,0,0,0,0,0,0
4096,30,178.0,73.0,23.0,35329,24248,2613,4628,1723,2117,0,0,0,0,0,0,0,0,1
4097,34,183.0,86.0,25.7,35336,8179,10102,5986,6402,4667,0,0,0,0,0,0,0,0,1
4098,28,188.0,100.0,28.3,35337,601,493,7181,22141,4921,0,0,1,0,0,0,0,0,0
4099,29,167.0,75.0,26.9,35341,6260,7776,15202,354,5749,0,0,0,0,0,0,0,1,0
4100,41,178.0,82.0,25.9,35345,7652,7002,6363,9044,5284,0,0,0,0,0,0,0,0,1
4101,32,170.0,80.0,27.7,35348,20070,3771,6487,3457,1563,0,0,0,0,0,0,0,0,0
4102,30,183.0,83.0,24.8,35349,11645,8058,2390,6258,6998,0,0,0,0,0,0,0,0,1
4103,25,176.0,84.0,27.1,35351,3320,4422,8232,2658,16719,0,0,0,0,0,0,0,0,0
4104,37,169.0,80.0,28.0,35388,10347,5012,13543,4267,2219,0,0,0,0,0,0,0,0,0
4105,43,178.0,88.0,27.8,35393,5891,2996,10259,10434,5813,0,0,0,0,0,0,0,0,1
4106,27,172.0,77.0,26.0,35398,10735,3983,10364,5061,5255,0,0,0,0,0,0,0,0,0
4107,30,178.0,84.0,26.5,35400,23544,1485,5068,790,4513,0,0,1,0,0,0,0,0,0
4108,24,180.0,86.0,26.5,35420,4678,12737,1744,5999,10262,0,0,0,0,0,0,0,0,1
4109,26,172.0,72.0,24.3,35422,23544,1504,515,5162,4697,0,0,0,0,0,0,0,0,0
4110,29,183.0,88.0,26.3,35428,3165,8615,8931,10338,4379,0,0,0,0,0,0,0,0,1
4110,27,178.0,86.0,27.1,35428,5363,4968,15271,4013,5813,0,0,0,0,0,0,1,0,0
4112,23,183.0,82.0,24.5,35438,10735,3377,12659,4267,4400,0,0,1,0,0,0,0,0,0
4113,33,185.0,98.0,28.6,35444,1355,873,25098,7078,1040,0,0,0,0,0,0,0,0,1
4113,23,177.0,80.0,25.5,35444,6260,3584,17203,2328,6069,0,1,0,0,0,0,0,0,0
4115,38,178.0,77.0,24.3,35466,19508,9445,2496,1423,2594,0,0,0,0,0,0,0,0,1
4116,28,178.0,84.0,26.5,35470,2225,6223,10845,5162,11015,0,0,0,0,0,0,0,1,0
4117,26,178.0,84.0,26.5,35490,17871,3680,1024,2140,10775,0,0,0,0,0,0,0,0,0
4118,36,185.0,95.0,27.8,35508,2225,1729,27981,2571,1002,0,0,0,0,0,0,0,1,0
4119,38,178.0,91.0,28.7,35512,15232,5208,4596,7024,3452,0,0,0,0,0,0,0,0,1
4120,22,178.0,86.0,27.1,35534,4465,7429,12421,6258,4961,0,0,0,0,0,0,0,0,1
4121,33,178.0,80.0,25.2,35540,19508,2566,4988,6708,1770,0,0,0,0,0,0,0,0,1
4122,28,178.0,86.0,27.1,35548,5609,3860,17077,5492,3510,0,0,0,0,0,0,0,0,1
4123,26,175.0,84.0,27.4,35553,9881,7407,7007,4611,6647,0,0,0,0,0,0,0,0,1
4124,34,175.0,78.0,25.5,35558,8179,9033,2021,10912,5413,0,0,0,0,0,0,0,0,1
4125,37,178.0,82.0,25.9,35562,17433,10687,2509,2048,2885,0,0,0,0,0,0,0,0,0
4126,29,185.0,90.0,26.3,35567,1683,7012,6499,9836,10537,0,0,0,0,0,0,0,0,0
4127,36,170.0,79.0,27.3,35570,6260,5768,11402,7146,4994,0,0,1,0,0,0,0,0,0
4128,23,178.0,84.0,26.5,35572,13218,9785,5225,4345,2999,0,0,0,1,0,0,0,0,0
4129,26,171.0,79.0,27.0,35587,8517,10670,9222,3933,3245,0,0,0,0,0,0,0,0,0
4129,41,183.0,83.0,24.8,35587,4678,6699,12343,5879,5988,0,0,0,0,0,0,0,0,1
4131,30,178.0,83.0,26.2,35589,10347,4593,8350,10517,1782,0,0,0,0,0,0,0,1,0
4132,25,183.0,85.0,25.4,35610,3860,3412,12572,6659,9107,0,0,0,0,0,0,0,0,1
4133,39,180.0,80.0,24.7,35612,18387,2242,10462,2799,1722,0,0,0,0,0,0,0,0,1
4134,23,178.0,84.0,26.5,35617,19508,3346,5746,1268,5749,0,0,0,0,0,0,0,0,1
4135,35,190.0,100.0,27.7,35627,2794,4942,10300,8347,9244,0,0,0,0,0,0,0,0,0
4136,25,170.0,82.0,28.4,35635,10735,7846,9350,4778,2926,0,0,0,0,0,0,0,0,1
4137,30,175.0,84.0,27.4,35645,11645,3663,9068,5061,6208,0,0,0,0,0,0,0,0,1
4138,34,173.0,84.0,28.1,35652,15232,5998,6090,2706,5626,0,0,1,0,0,0,0,0,0
4139,18,178.0,84.0,26.5,35658,10347,18664,2305,1868,2474,0,0,0,0,0,0,0,0,0
4140,27,183.0,86.0,25.7,35660,6260,3996,13376,6402,5626,0,0,0,0,0,0,0,0,1
4140,28,178.0,88.0,27.8,35660,7913,4857,6473,8090,8327,0,0,0,0,0,0,0,0,0
4142,36,178.0,82.0,25.9,35668,15232,3939,2134,5162,9201,0,0,0,0,0,0,0,0,1
4143,29,188.0,91.0,25.7,35675,6260,5219,7709,12873,3614,0,0,0,0,0,0,0,0,1
4144,27,178.0,84.0,26.5,35678,1054,5493,15033,6876,7222,0,0,0,0,0,0,0,0,0
4145,33,180.0,86.0,26.5,35682,9188,4629,8314,8234,5317,0,0,0,0,0,0,0,0,1
4146,38,178.0,93.0,29.4,35683,8828,3263,8426,9580,5586,0,0,0,0,0,0,0,0,1
4147,26,178.0,84.0,26.5,35686,10347,2041,3416,8867,11015,1,0,0,0,0,0,0,0,0
4148,24,178.0,91.0,28.7,35701,5102,5421,9657,5621,9900,0,0,0,0,0,0,0,0,1
4149,24,173.0,77.0,25.7,35702,18387,5000,2458,5061,4796,0,0,0,0,0,0,0,0,1
4150,28,180.0,88.0,27.2,35703,4903,6195,7255,12033,5317,0,0,0,0,0,0,0,0,1
4151,25,178.0,84.0,26.5,35723,9881,16659,4213,3061,1909,0,0,0,0,0,0,0,0,0
4152,34,178.0,84.0,26.5,35736,4068,5365,15089,6127,5087,0,0,0,0,0,0,0,0,1
4153,25,171.0,79.0,27.0,35743,8517,9576,10905,3260,3485,0,0,0,0,0,0,0,0,0
4154,40,175.0,84.0,27.4,35747,9532,6819,8499,8857,2040,0,0,0,0,0,0,0,0,1
4155,35,180.0,93.0,28.7,35759,9188,4217,3572,15435,3347,0,0,0,0,0,0,0,0,1
4156,29,175.0,77.0,25.1,35760,11645,7072,6984,3061,6998,0,0,0,0,0,0,0,0,1
4157,37,178.0,88.0,27.8,35782,4678,4508,4443,15766,6387,0,0,0,0,0,0,0,0,1
4158,31,175.0,86.0,28.1,35787,5363,4507,6119,9074,10724,0,0,0,0,0,0,0,0,1
4159,32,170.0,81.0,28.0,35788,18902,1226,5622,4098,5940,0,0,0,0,0,0,0,0,1
4160,42,178.0,84.0,26.5,35796,4263,5122,6851,14332,5228,0,0,0,0,0,0,0,1,0
4161,22,185.0,84.0,24.5,35798,3320,1658,23411,5259,2150,0,0,0,0,0,0,0,0,1
4162,36,178.0,68.0,21.5,35806,12109,9876,1777,3668,8376,0,0,0,0,0,0,0,0,0
4163,26,193.0,102.0,27.4,35823,1564,3210,12311,4513,14225,0,0,0,0,0,0,0,0,1
4164,35,180.0,88.0,27.2,35838,6260,4749,13248,6402,5179,0,0,0,0,0,0,0,0,1
4165,40,176.0,77.0,24.9,35845,11645,10593,7602,2658,3347,0,0,0,0,0,0,0,0,0
4166,32,178.0,88.0,27.8,35849,1266,5793,12798,11805,4187,0,0,0,0,0,0,0,0,1
4167,28,187.0,100.0,28.6,35854,6260,1243,18408,5756,4187,0,0,0,0,0,0,0,0,0
4168,21,180.0,80.0,24.7,35857,3482,10892,11108,1423,8952,0,1,0,0,0,0,0,0,0
4169,35,181.0,80.0,24.4,35860,8179,3403,15313,1482,7483,0,0,0,0,0,0,0,0,0
4170,39,177.0,78.0,24.9,35873,14443,6752,9165,3526,1987,0,0,0,0,0,0,0,0,0
4171,27,183.0,84.0,25.1,35888,5891,5728,11097,7056,6116,0,0,0,0,0,0,0,0,0
4172,30,175.0,78.0,25.5,35903,9188,9328,3430,6666,7291,0,0,0,0,0,0,0,0,1
4173,36,185.0,87.0,25.4,35904,4263,5313,11543,6258,8527,0,0,0,0,0,0,0,0,1
4174,35,181.0,84.0,25.6,35906,3320,2628,21935,4513,3510,0,0,0,0,0,0,0,0,0
4175,26,180.0,86.0,26.5,35911,10735,7245,1754,5162,11015,0,0,0,0,0,0,0,0,0
4176,36,183.0,84.0,25.1,35913,8828,4694,14192,3595,4604,0,0,0,0,0,0,0,1,0
4177,28,178.0,86.0,27.1,35915,6260,12615,2585,10007,4448,0,0,0,0,0,0,0,0,1
4178,37,183.0,104.0,31.1,35916,3482,5466,11783,7490,7695,0,0,0,0,0,0,0,0,1
4179,29,183.0,91.0,27.2,35919,6260,3001,15973,5162,5523,0,0,0,0,0,0,0,0,1
4180,30,180.0,88.0,27.2,35939,5102,12248,6467,3933,8189,0,0,0,0,0,0,0,0,0
4181,27,173.0,75.0,25.1,35945,3020,18798,5675,1039,7413,0,0,0,0,0,0,0,0,0
4182,34,180.0,86.0,26.5,35947,6260,10624,8549,5259,5255,0,0,0,0,0,0,0,0,0
4183,27,165.0,66.0,24.2,35950,25056,4972,2976,1605,1341,0,0,0,0,0,0,0,0,1
4184,31,180.0,88.0,27.2,35958,1457,2958,15966,11481,4096,0,0,0,0,0,0,0,0,1
4185,33,183.0,82.0,24.5,35978,2684,8201,11643,5621,7829,0,0,0,0,0,0,0,1,0
4186,32,183.0,98.0,29.3,35981,1266,6279,4497,14133,9806,0,0,0,0,0,0,0,0,1
4187,33,178.0,88.0,27.8,35986,8517,5177,7978,6869,7445,0,0,1,0,0,0,0,0,0
4188,24,173.0,82.0,27.4,36004,7913,5079,14147,2449,6416,0,0,0,0,0,0,0,0,1
4189,29,178.0,91.0,28.7,36007,3165,10187,11693,7014,3948,0,0,0,0,0,0,0,0,1
4190,37,184.0,100.0,29.5,36012,5363,3913,5781,14839,6116,1,0,0,0,0,0,0,0,0
4191,28,180.0,88.0,27.2,36017,6260,4766,6768,11607,6616,0,0,0,0,0,0,0,0,1
4192,29,185.0,86.0,25.1,36020,3165,7798,6025,8076,10956,0,0,0,0,0,0,0,0,1
4193,44,170.0,79.0,27.3,36023,5609,7072,14356,4190,4796,0,0,0,0,0,0,0,0,1
4194,26,180.0,84.0,25.9,36026,556,9445,10959,4190,10876,0,0,1,0,0,0,0,0,0
4195,30,179.0,88.0,27.5,36037,6260,8930,4895,7218,8734,0,0,0,0,0,1,0,0,0
4196,26,185.0,88.0,25.7,36039,6260,4903,3685,5061,16130,0,0,0,0,0,0,0,0,1
4197,30,175.0,82.0,26.8,36040,13831,6990,9024,2099,4096,0,0,0,0,0,0,0,0,1
4198,25,173.0,73.0,24.4,36048,15232,9144,6462,2413,2797,0,0,0,0,0,0,0,0,1
4199,28,163.0,73.0,27.5,36061,21334,1017,12082,1062,566,0,0,0,0,0,0,0,0,1
4199,31,174.0,83.0,27.4,36061,6260,9508,3130,10449,6714,0,0,0,0,0,0,0,0,0
4201,27,182.0,90.0,27.2,36068,1812,6583,14941,9025,3707,0,0,0,0,0,0,0,0,0
4202,31,183.0,79.0,23.6,36074,13831,4098,9309,3457,5379,0,0,0,0,0,0,0,0,1
4203,25,172.0,70.0,23.7,36075,20685,6687,3635,881,4187,1,0,0,0,0,0,0,0,0
4204,30,178.0,79.0,24.9,36076,6260,5998,6028,9936,7854,0,0,0,0,0,0,0,0,1
4205,29,160.0,84.0,32.8,36077,6260,2911,16818,8137,1951,0,0,0,0,0,0,0,0,1
4206,39,172.0,85.0,28.7,36092,15232,2193,8490,2482,7695,0,0,0,0,0,0,0,0,0
4207,26,173.0,84.0,28.1,36094,10735,5273,5669,2099,12318,0,0,0,0,0,0,0,0,1
4208,38,175.0,90.0,29.4,36098,11188,6583,11513,2758,4056,0,0,0,0,0,0,0,0,0
4208,30,178.0,84.0,26.5,36098,8828,7072,7263,5756,7179,0,0,0,0,0,0,0,0,0
4210,23,178.0,84.0,26.5,36114,11188,7892,12373,1151,3510,0,0,0,0,0,0,0,0,1
4211,31,180.0,78.0,24.1,36117,6260,10638,1308,8314,9597,0,0,0,0,0,0,0,0,0
4212,37,185.0,91.0,26.6,36118,13831,5003,3038,10819,3427,0,0,0,0,0,0,0,0,1
4213,37,173.0,77.0,25.7,36121,17871,5018,2217,5492,5523,0,0,0,0,0,0,0,0,1
4214,39,178.0,84.0,26.5,36127,8517,2931,7349,9292,8038,0,0,0,0,0,0,0,0,1
4215,24,175.0,77.0,25.1,36128,14443,12285,6527,904,1969,0,0,0,0,0,0,0,0,1
4216,28,178.0,77.0,24.3,36135,10735,3554,9717,8073,4056,0,0,0,0,0,0,0,0,1
4217,30,190.0,100.0,27.7,36138,102,3121,18427,8698,5790,0,0,0,0,0,0,0,0,0
4218,31,183.0,93.0,27.8,36140,2684,1842,11607,14511,5496,0,0,0,0,0,0,0,0,1
4219,29,180.0,84.0,25.9,36142,2898,6474,4017,9977,12776,0,0,0,0,0,0,0,1,0
4220,30,172.0,72.0,24.3,36156,13218,5702,6883,6127,4226,0,0,0,0,0,0,0,0,0
4221,32,178.0,98.0,30.9,36180,2056,9594,6769,8164,9597,0,0,1,0,0,0,0,0,0
4222,28,180.0,84.0,25.9,36193,5891,5000,14155,5259,5888,0,0,0,0,0,0,0,0,1
4223,27,178.0,84.0,26.5,36196,8179,9508,1856,14332,2321,0,0,0,0,0,1,0,0,0
4224,19,178.0,84.0,26.5,36199,29001,1276,3001,2048,873,0,0,0,0,0,0,0,0,0
4225,29,178.0,84.0,26.5,36205,8517,3876,6303,10409,7100,0,0,0,0,0,0,0,1,0
4226,27,170.0,69.0,23.9,36219,15232,5660,8093,3595,3639,0,0,0,0,0,0,0,1,0
4227,26,189.0,100.0,28.0,36228,919,6101,9618,11111,8479,0,0,0,0,0,0,0,0,0
4228,28,170.0,69.0,23.9,36229,24248,3389,1243,4875,2474,0,0,0,0,0,0,0,0,0
4229,33,188.0,93.0,26.3,36233,5102,2822,6792,7846,13671,0,0,0,0,0,0,0,0,1
4230,28,185.0,93.0,27.2,36252,3482,3094,13229,9072,7375,0,0,0,0,0,0,0,0,1
4231,27,184.0,93.0,27.5,36255,3482,1237,10219,13488,7829,0,0,0,0,0,0,0,0,0
4231,27,175.0,83.0,27.1,36255,14443,4662,4936,5259,6955,0,0,0,0,0,0,0,0,1
4233,28,178.0,75.0,23.7,36263,15232,3855,4699,6817,5660,0,0,1,0,0,0,0,0,0
4234,27,180.0,84.0,25.9,36272,15232,2041,5599,6402,6998,0,0,0,0,0,0,0,0,1
4235,33,175.0,78.0,25.5,36275,8828,9429,6405,4513,7100,0,0,0,0,0,0,0,1,0
4236,29,180.0,84.0,25.9,36280,12109,6722,7207,3933,6309,1,0,0,0,0,0,0,0,0
4237,40,173.0,82.0,27.4,36302,9532,9230,5822,3933,7785,0,0,0,0,0,0,0,0,1
4238,20,178.0,84.0,26.5,36304,492,5523,5252,16303,8734,0,1,0,0,0,0,0,0,0
4239,30,183.0,82.0,24.5,36305,1683,14529,3320,5374,11399,0,0,0,0,0,0,0,0,1
4240,23,178.0,84.0,26.5,36317,12109,8239,6587,4098,5284,0,0,0,0,0,0,0,0,1
4241,32,175.0,79.0,25.8,36333,9188,9047,12343,2328,3427,0,0,0,0,0,0,0,0,0
4242,24,178.0,84.0,26.5,36352,15232,7744,2441,5756,5179,0,0,0,0,0,0,0,0,0
4243,40,173.0,84.0,28.1,36355,6260,17002,4147,6258,2688,0,0,0,0,0,0,0,0,1
4244,28,178.0,84.0,26.5,36371,22015,2329,2838,2706,6483,0,0,0,0,0,0,0,0,1
4244,36,178.0,84.0,26.5,36371,10347,5235,4682,10358,5749,0,0,0,0,0,1,0,0,0
4246,38,178.0,93.0,29.4,36373,1205,1226,8900,19901,5141,0,0,0,0,0,0,0,0,1
4247,26,183.0,100.0,29.9,36377,6260,3155,9667,10340,6955,0,0,0,0,0,0,0,0,1
4248,25,179.0,86.0,26.8,36379,15232,1333,6851,5621,7342,0,0,0,0,0,0,0,0,0
4249,30,175.0,81.0,26.4,36399,17871,4510,6257,3933,3828,1,0,0,0,0,0,0,0,0
4250,29,178.0,84.0,26.5,36407,19508,7699,4104,1482,3614,0,0,0,0,0,0,0,0,0
4251,23,168.0,70.0,24.8,36421,14443,5928,6478,4611,4961,0,0,0,0,0,0,0,0,0
4252,29,183.0,81.0,24.2,36426,3675,17370,3620,4875,6886,0,0,0,0,0,1,0,0,0
4253,33,178.0,88.0,27.8,36434,12109,6186,10440,3933,3766,0,0,0,0,0,0,0,0,1
4254,33,188.0,102.0,28.9,36455,6260,2496,15138,9873,2688,0,0,0,0,0,0,0,0,1
4254,32,190.0,107.0,29.6,36455,5609,3207,13484,7768,6387,0,0,0,0,0,0,0,0,1
4256,31,173.0,79.0,26.4,36457,13831,11953,4535,2372,3766,0,0,0,0,0,0,0,0,1
4257,29,185.0,93.0,27.2,36468,1054,4422,13149,15920,1923,0,0,0,0,0,0,0,0,0
4258,31,178.0,82.0,25.9,36470,4678,3855,13551,7538,6848,0,0,0,0,0,0,0,0,1
4259,42,175.0,77.0,25.1,36493,18387,4013,5715,3123,5255,0,0,0,0,0,0,0,0,1
4260,29,178.0,84.0,26.5,36501,1564,6787,3204,14747,10199,1,0,0,0,0,0,0,0,0
4261,32,170.0,80.0,27.7,36524,18902,5378,6499,4345,1400,0,0,0,0,0,0,0,0,1
4262,24,185.0,100.0,29.2,36532,6260,4513,7232,9114,9413,0,0,0,0,0,0,0,0,1
4263,34,178.0,78.0,24.6,36533,14443,3634,7005,7295,4156,1,0,0,0,0,0,0,0,0
4264,26,187.0,95.0,27.2,36535,8828,6244,11531,5621,4311,0,0,0,0,0,0,0,0,0
4265,28,187.0,84.0,24.0,36541,3860,3592,14285,6711,8093,1,0,0,0,0,0,0,0,0
4266,29,178.0,84.0,26.5,36543,11645,6017,729,6690,11462,0,0,0,0,0,0,0,0,1
4267,35,178.0,80.0,25.2,36551,8517,10645,9676,3526,4187,0,0,0,0,0,0,0,1,0
4268,29,183.0,82.0,24.5,36553,4263,7729,6916,6402,11243,0,0,0,0,0,0,0,0,1
4269,38,183.0,82.0,24.5,36576,8179,4054,9104,6760,8479,0,0,0,0,0,0,0,0,1
4270,28,180.0,90.0,27.8,36580,5609,12122,9739,5162,3948,0,0,0,0,0,0,0,0,1
4271,31,178.0,87.0,27.5,36581,9881,5186,15454,881,5179,0,0,0,0,0,0,0,1,0
4272,25,185.0,93.0,27.2,36589,4678,1962,14323,9966,5660,0,0,0,0,0,0,0,0,1
4273,40,185.0,93.0,27.2,36594,4263,3621,12455,8560,7695,0,0,0,0,0,0,0,0,1
4274,21,182.0,91.0,27.5,36596,5363,3173,11763,12296,4001,0,0,0,0,0,0,0,0,0
4274,37,183.0,82.0,24.5,36596,13831,3845,8503,5621,4796,0,0,0,0,0,0,0,0,1
4276,37,175.0,83.0,27.1,36603,4263,15517,2541,7149,7133,0,0,0,0,0,0,0,0,1
4277,38,188.0,99.0,28.0,36622,2225,2489,1914,9130,20864,0,0,0,0,0,0,0,0,1
4278,28,188.0,93.0,26.3,36624,2,3780,12319,10419,10104,0,0,0,0,0,0,0,1,0
4279,25,191.0,95.0,26.0,36639,1457,2523,15974,8456,8229,0,0,0,0,0,0,0,0,0
4280,20,170.0,81.0,28.0,36641,12109,4790,2021,14136,3585,0,0,0,0,0,0,0,0,1
4281,18,178.0,84.0,26.5,36652,21334,12144,983,842,1349,0,0,0,0,0,0,0,0,0
4282,28,175.0,79.0,25.8,36664,22015,2446,2624,3061,6518,0,0,0,0,0,0,0,0,1
4283,24,173.0,75.0,25.1,36666,22820,3477,3528,1754,5087,0,0,0,0,0,0,0,0,1
4284,26,168.0,77.0,27.3,36670,19508,5838,1252,3186,6886,0,0,0,0,0,0,0,0,1
4285,30,178.0,77.0,24.3,36679,3165,10584,3834,3526,15570,0,0,0,0,0,0,0,0,0
4286,29,178.0,90.0,28.4,36682,2056,4116,7672,11376,11462,1,0,0,0,0,0,0,0,0
4286,31,178.0,85.0,26.8,36682,5891,4477,13514,5621,7179,0,0,0,0,0,0,0,0,0
4288,28,190.0,98.0,27.1,36701,2056,327,13241,15849,5228,0,0,0,0,0,0,0,0,1
4289,34,180.0,85.0,26.2,36706,3020,2813,14144,9984,6745,0,0,0,0,0,0,0,0,1
4289,34,185.0,89.0,26.0,36706,8828,4182,5068,11946,6682,0,0,0,0,0,0,0,0,1
4291,43,183.0,84.0,25.1,36708,1205,14450,6558,8909,5586,0,0,0,0,0,0,0,0,1
4291,23,170.0,82.0,28.4,36708,22015,2041,1553,6402,4697,0,0,1,0,0,0,0,0,0
4291,35,180.0,86.0,26.5,36708,5891,6007,8940,8737,7133,0,0,0,0,0,0,0,0,1
4294,32,168.0,75.0,26.6,36709,20685,2889,4271,3723,5141,0,0,0,0,0,0,0,0,1
4295,25,183.0,93.0,27.8,36712,4465,10126,8977,9899,3245,0,0,0,0,0,0,0,0,1
4296,24,170.0,68.0,23.5,36732,29001,4672,282,790,1987,0,0,0,0,0,0,0,0,1
4297,27,178.0,82.0,25.9,36733,6260,5365,13426,4968,6714,0,0,0,0,0,0,0,0,1
4298,29,175.0,79.0,25.8,36734,29001,3513,1087,1524,1609,0,0,0,0,0,0,0,0,1
4298,34,178.0,85.0,26.8,36734,15232,4266,5048,7788,4400,0,0,0,0,0,0,0,0,0
4300,42,175.0,84.0,27.4,36753,5891,8683,9081,7438,5660,0,0,0,0,0,0,0,0,1
4301,29,170.0,78.0,27.0,36754,5891,6101,8003,7846,8913,0,0,0,0,0,0,0,0,0
4302,28,178.0,84.0,26.5,36773,11188,5595,2815,5999,11176,0,0,0,0,0,0,0,0,0
4303,33,183.0,85.0,25.4,36784,19508,6195,2469,2799,5813,1,0,0,0,0,0,0,0,0
4304,28,185.0,91.0,26.6,36808,2684,4438,20532,5621,3533,0,0,0,0,0,0,0,0,1
4305,27,176.0,74.0,23.9,36809,18902,5145,3928,4778,4056,0,0,0,0,0,0,0,0,0
4306,35,175.0,82.0,26.8,36810,18387,5676,2270,3186,7291,0,0,0,0,0,0,0,0,1
4307,16,178.0,84.0,26.5,36815,2056,4003,26519,2858,1379,0,0,0,0,0,0,0,1,0
4307,29,190.0,95.0,26.3,36815,1457,5155,10921,10369,8913,0,0,0,0,0,0,0,0,0
4307,35,190.0,98.0,27.1,36815,5891,2943,8857,7881,11243,1,0,0,0,0,0,0,0,0
4310,27,180.0,86.0,26.5,36822,10347,13177,2588,3933,6777,0,0,0,0,0,0,0,0,0
4311,24,172.0,73.0,24.7,36836,22820,6336,1352,3061,3267,0,0,0,0,0,0,0,0,0
4312,28,173.0,80.0,26.7,36840,8517,6602,7949,9130,4642,0,0,1,0,0,0,0,0,0
4313,17,168.0,68.0,24.1,36841,15232,3273,13462,2372,2502,0,1,0,0,0,0,0,0,0
4314,29,170.0,84.0,29.1,36891,8828,4210,8023,7245,8585,0,0,0,0,0,0,0,0,1
4315,23,170.0,82.0,28.4,36894,7433,5466,14622,3668,5705,0,0,0,0,0,0,0,0,1
