rank,age,height_cm,weight_kg,bmi,total_points,191_rank,192_rank,193_rank,194_rank,195_rank,Australia,Brazil,Canada,Denmark,Iceland,Russian Federation,Switzerland,United Kingdom,United States
10261,31,180.0,83.0,25.6,78327,6260,6171,21019,27802,17075,0,0,0,0,0,0,0,0,1
10262,22,173.0,73.0,24.4,78328,45485,9614,10886,4968,7375,0,0,0,0,0,0,0,0,1
10263,29,175.0,93.0,30.4,78332,15232,4572,20726,15493,22309,0,0,0,0,0,0,0,0,1
10264,30,173.0,80.0,26.7,78347,26601,18274,8754,8377,16341,0,1,0,0,0,0,0,0,0
10265,32,169.0,75.0,26.3,78352,35431,14547,3116,9811,15447,0,0,0,0,0,0,0,0,0
10266,35,176.0,72.0,23.2,78353,30006,19136,17344,5879,5988,0,0,0,0,0,1,0,0,0
10267,26,185.0,90.0,26.3,78358,2056,11720,23370,19984,21228,0,0,0,1,0,0,0,0,0
10268,36,185.0,91.0,26.6,78373,6260,15438,22644,19744,14287,0,0,0,0,0,0,0,0,0
10269,38,178.0,88.0,27.8,78374,9532,5619,34102,19524,9597,0,0,0,0,0,0,0,0,1
10270,28,188.0,94.0,26.6,78375,882,9756,31589,10928,25220,0,0,0,0,0,0,0,1,0
10270,26,183.0,93.0,27.8,78375,15232,18219,7877,24608,12439,0,0,0,0,0,0,0,0,1
10272,25,178.0,84.0,26.5,78392,18902,21182,4561,12708,21039,1,0,0,0,0,0,0,0,0
10273,29,169.0,79.0,27.7,78403,40098,8665,15354,4689,9597,0,0,0,0,0,0,0,0,0
10274,27,175.0,85.0,27.8,78409,15232,17686,13638,13665,18188,0,1,0,0,0,0,0,0,0
10275,31,182.0,94.0,28.4,78419,4263,6907,33576,30275,3398,0,0,0,0,0,0,0,0,0
10276,32,13.0,95.0,5621.3,78426,726,16435,29770,18244,13251,0,0,0,0,0,0,0,1,0
10277,28,175.0,84.0,27.4,78429,29001,10681,9797,14462,14488,0,0,1,0,0,0,0,0,0
10278,36,178.0,100.0,31.6,78431,8828,11822,22317,23146,12318,0,0,0,0,0,0,0,0,1
10279,39,175.0,93.0,30.4,78443,5363,4020,35571,20301,13188,0,0,0,0,0,0,0,0,1
10279,37,177.0,75.0,23.9,78443,41254,7407,8621,6673,14488,0,0,0,0,0,0,0,0,0
10281,38,177.0,77.0,24.6,78446,30006,9278,7742,16932,14488,0,1,0,0,0,0,0,0,0
10281,38,178.0,82.0,25.9,78446,12109,15072,29897,10831,10537,0,0,0,0,0,0,0,0,1
10283,33,181.0,95.0,29.0,78454,11188,6807,21095,10537,28827,0,0,0,0,0,0,0,0,0
10284,44,178.0,88.0,27.8,78460,9532,10187,31941,12700,14100,0,0,0,0,0,0,0,0,1
10285,43,170.0,80.0,27.7,78462,29001,13860,15849,12797,6955,0,0,0,0,0,0,0,0,1
10286,30,188.0,100.0,28.3,78465,6260,4468,20754,31066,15917,0,0,0,0,0,0,0,0,1
10287,32,170.0,72.0,24.9,78467,35431,15173,6090,12999,8774,0,0,0,0,0,0,0,0,1
10288,26,188.0,91.0,25.7,78470,5102,6186,41594,12940,12648,0,0,0,0,0,0,0,0,1
10289,31,178.0,84.0,26.5,78479,27384,10102,12436,15306,13251,0,0,0,0,0,0,0,0,0
10290,19,180.0,81.0,25.0,78487,13218,22482,19382,10402,13003,0,0,0,0,0,0,0,0,1
10291,36,175.0,93.0,30.4,78493,24248,4141,20996,11805,17303,0,0,0,0,0,0,0,0,1
10292,33,188.0,92.0,26.0,78500,9188,17323,18286,15435,18268,1,0,0,0,0,0,0,0,0
10293,33,178.0,83.0,26.2,78504,25821,15679,13120,15655,8229,0,0,0,0,0,0,0,0,1
10294,37,181.0,80.0,24.4,78520,26601,10931,10902,9657,20429,0,0,0,0,0,0,1,0,0
10295,39,178.0,93.0,29.4,78522,14443,8512,22579,22884,10104,0,0,0,0,0,0,0,0,1
10296,31,188.0,98.0,27.7,78525,12109,10575,20951,14396,20494,0,0,0,0,0,0,0,0,1
10297,27,180.0,86.0,26.5,78545,5102,5323,8372,48451,11297,0,0,0,0,0,0,0,0,0
10298,19,170.0,68.0,23.5,78549,45485,4107,13586,6127,9244,0,0,0,0,0,0,0,0,1
10299,32,183.0,88.0,26.3,78552,10735,21603,6691,27137,12386,0,0,0,0,0,0,0,0,1
10300,28,172.0,76.0,25.7,78558,17433,12401,9731,21225,17768,0,0,0,0,0,0,0,0,0
10301,28,185.0,93.0,27.2,78559,8517,6487,31696,22446,9413,0,0,1,0,0,0,0,0,0
10302,28,175.0,73.0,23.8,78563,22015,12846,18813,7343,17546,0,0,1,0,0,0,0,0,0
10303,26,180.0,88.0,27.2,78565,19508,17242,4026,14023,23766,0,0,0,0,0,0,0,0,0
10304,25,183.0,82.0,24.5,78566,28158,8263,22215,11892,8038,0,0,0,0,0,0,0,0,1
10305,19,178.0,84.0,26.5,78581,30006,12901,17925,6402,11347,0,0,0,0,0,0,0,0,0
10306,36,180.0,84.0,25.9,78583,23544,15679,18457,13420,7483,0,0,0,0,0,0,0,0,0
10307,26,178.0,84.0,26.5,78586,4465,23077,16370,19764,14910,0,0,0,0,0,0,0,0,1
10308,35,178.0,84.0,26.5,78588,11645,31765,10351,13237,11590,0,0,0,0,0,0,0,0,0
10309,25,178.0,84.0,26.5,78592,12109,16546,6415,27181,16341,0,0,0,0,0,0,0,0,1
10310,21,182.0,76.0,22.9,78599,14443,19694,11783,16267,16412,0,0,0,0,0,0,0,0,0
10311,36,178.0,98.0,30.9,78604,42298,1651,5746,18185,10724,0,0,0,0,0,0,0,0,1
10312,38,180.0,73.0,22.5,78605,34698,14348,14702,7202,7655,0,0,0,0,0,0,0,0,1
10313,25,185.0,84.0,24.5,78619,18902,15438,14252,12171,17856,0,0,0,0,0,0,0,0,1
10314,34,178.0,84.0,26.5,78620,3165,15241,12331,22004,25879,0,0,0,0,0,0,0,0,0
10315,38,178.0,98.0,30.9,78623,3860,1857,27211,42898,2797,0,0,0,0,0,0,0,0,1
10315,22,170.0,70.0,24.2,78623,26601,25744,6411,10369,9498,0,0,0,0,0,0,0,0,0
10317,30,185.0,82.0,24.0,78638,1125,13392,35305,19945,8871,0,0,0,0,0,0,0,0,1
10318,37,178.0,84.0,26.5,78652,20070,10602,21360,4689,21931,0,1,0,0,0,0,0,0,0
10319,23,175.0,85.0,27.8,78655,3165,20334,25784,14169,15203,0,0,0,0,0,0,0,1,0
10320,28,178.0,84.0,26.5,78656,10347,21182,16012,11824,19291,0,0,0,0,0,0,0,0,0
10321,34,178.0,78.0,24.6,78662,57967,10623,1040,7028,2004,0,0,0,0,0,0,0,0,1
10322,26,178.0,84.0,26.5,78677,61906,5194,1777,4345,5455,0,1,0,0,0,0,0,0,0
10322,34,178.0,73.0,23.0,78677,30006,11454,9377,15620,12220,0,0,0,0,0,0,0,0,1
10324,28,178.0,84.0,26.5,78678,9188,6938,31659,16405,14488,0,0,0,0,0,0,0,0,0
10325,27,178.0,82.0,25.9,78683,15232,9255,27995,12530,13671,0,0,0,0,0,0,0,0,1
10326,23,180.0,84.0,25.9,78691,12686,10039,24248,15306,16412,0,0,0,0,0,0,0,0,1
10327,31,180.0,84.0,25.9,78693,17871,6414,35275,12033,7100,0,0,0,0,0,0,0,0,1
10328,34,173.0,86.0,28.7,78696,24248,11595,14908,20339,7606,0,0,0,0,0,0,0,0,1
10329,41,173.0,79.0,26.4,78705,33428,14113,11208,12055,7901,0,0,0,0,0,0,0,0,1
10330,31,178.0,84.0,26.5,78712,25056,15413,2581,24315,11347,1,0,0,0,0,0,0,0,0
10331,23,178.0,84.0,26.5,78714,30006,21360,7697,7486,12165,0,0,0,0,0,0,0,0,0
10332,38,178.0,84.0,26.5,78731,22015,14298,18404,12955,11059,0,0,0,0,0,0,0,0,0
10333,24,178.0,84.0,26.5,78745,48983,9063,6671,6928,7100,0,0,0,0,0,0,0,0,0
10334,31,173.0,84.0,28.1,78747,19508,21753,6635,19792,11059,0,0,0,0,0,0,0,0,1
10335,27,170.0,78.0,27.0,78760,38189,9037,12233,9146,10155,0,0,0,0,0,0,0,1,0
10336,30,183.0,96.0,28.7,78761,5891,8561,35419,20056,8834,0,0,0,0,0,0,0,0,1
10337,19,175.0,79.0,25.8,78788,27384,9954,31050,5259,5141,0,0,0,0,0,0,0,0,1
10338,33,175.0,88.0,28.7,78791,25056,9328,13111,21192,10104,0,0,0,0,0,0,0,0,1
10339,33,185.0,95.0,27.8,78796,14443,12971,10548,17169,23665,0,0,0,0,0,0,0,0,1
10340,30,178.0,84.0,26.5,78800,15232,9224,18813,10311,25220,0,0,0,0,0,0,0,0,0
10341,30,170.0,75.0,26.0,78803,7433,8081,26444,19695,17150,0,0,0,0,0,0,0,1,0
10342,31,180.0,104.0,32.1,78807,14443,22831,9000,26907,5626,0,0,0,0,0,0,0,0,1
10343,37,173.0,81.0,27.1,78821,36340,11115,12692,11719,6955,0,1,0,0,0,0,0,0,0
10344,33,178.0,84.0,26.5,78832,4465,12765,31589,18244,11769,1,0,0,0,0,0,0,0,0
10345,35,180.0,82.0,25.3,78839,20070,23337,9983,8610,16839,0,0,0,0,0,0,0,0,1
10346,23,178.0,75.0,23.7,78843,47717,13300,3847,5999,7980,0,0,0,0,0,0,0,0,1
10347,28,178.0,93.0,29.4,78846,13831,9831,24042,28162,2980,0,0,0,0,0,0,0,0,1
10348,31,178.0,84.0,26.5,78867,21334,14313,25153,11758,6309,0,0,0,0,0,0,0,0,0
10349,32,169.0,75.0,26.3,78870,28158,30961,6575,8380,4796,1,0,0,0,0,0,0,0,0
10350,25,170.0,75.0,26.0,78884,20070,15173,11019,11758,20864,0,0,1,0,0,0,0,0,0
10351,22,183.0,83.0,24.8,78888,6260,20671,11804,27933,12220,0,0,0,0,0,0,0,1,0
10352,37,181.0,79.0,24.1,78898,10735,11278,22690,16427,17768,0,0,0,0,0,0,0,0,0
10353,27,180.0,91.0,28.1,78912,12109,22728,8222,24391,11462,0,0,0,0,0,0,0,0,1
10353,35,168.0,79.0,28.0,78912,26601,9902,20428,12230,9751,0,0,0,0,0,0,0,0,1
10355,22,177.0,76.0,24.3,78919,21334,19429,15304,10799,12053,0,0,0,0,0,0,0,0,0
10356,29,170.0,72.0,24.9,78923,38189,16530,12015,7136,5053,0,0,0,0,0,0,0,0,0
10357,32,173.0,75.0,25.1,78926,18387,10980,2582,24860,22117,0,0,0,0,0,0,0,0,0
10357,22,175.0,79.0,25.8,78926,25821,6915,26782,13885,5523,0,0,0,0,0,0,0,0,1
10359,41,175.0,75.0,24.5,78935,22820,18941,5034,12940,19200,0,0,0,0,0,0,0,0,1
10360,29,171.0,82.0,28.0,78947,25821,9831,8465,20857,13973,0,0,0,0,1,0,0,0,0
10361,26,163.0,62.0,23.3,78953,50223,10586,4720,3123,10301,0,0,0,0,0,0,0,0,0
10362,41,183.0,96.0,28.7,78962,5102,15711,25583,25046,7520,0,0,0,0,0,0,0,0,1
10363,17,175.0,78.0,25.5,78970,46622,20815,273,7432,3828,0,0,0,0,0,0,0,0,0
10364,38,160.0,66.0,25.8,78974,58854,12999,1487,1754,3880,0,0,0,0,0,0,0,0,1
10365,38,163.0,76.0,28.6,78988,51743,8239,3666,9031,6309,0,0,0,0,0,0,0,0,1
10365,27,190.0,98.0,27.1,78988,9188,8773,26685,20117,14225,0,0,0,0,0,0,0,0,1
10367,28,170.0,77.0,26.6,79002,21334,18775,15304,11424,12165,0,0,0,0,0,0,0,0,1
10368,33,183.0,86.0,25.7,79013,15232,12706,19726,10766,20583,0,0,0,0,0,0,0,0,1
10369,38,184.0,81.0,23.9,79024,601,23854,23739,11045,19785,0,0,0,0,0,0,0,0,0
10369,39,178.0,83.0,26.2,79024,25056,20459,6503,18320,8686,0,0,0,0,0,0,0,1,0
10371,46,183.0,95.0,28.4,79042,1564,11469,25019,27802,13188,1,0,0,0,0,0,0,0,0
10372,25,188.0,94.0,26.6,79044,1266,24713,20659,22755,9651,0,0,0,1,0,0,0,0,0
10373,36,175.0,70.0,22.9,79052,8179,18933,17366,20534,14040,0,0,0,0,0,0,0,0,1
10374,28,178.0,84.0,26.5,79056,4903,16120,27104,12171,18758,0,0,0,0,0,0,0,0,0
10375,27,183.0,83.0,24.8,79062,14443,17588,16790,18779,11462,0,0,0,1,0,0,0,0,0
10376,36,177.0,81.0,25.9,79067,12686,14516,34163,10007,7695,1,0,0,0,0,0,0,0,0
10377,17,170.0,70.0,24.2,79073,34698,14496,16055,10117,3707,0,0,0,0,0,0,0,0,0
10377,24,175.0,79.0,25.8,79073,27384,15870,12649,7408,15762,0,1,0,0,0,0,0,0,0
10379,34,178.0,79.0,24.9,79074,34698,14482,14590,2706,12598,0,0,0,0,0,0,0,0,1
10380,29,178.0,84.0,26.5,79086,10347,20366,20887,13060,14426,0,1,0,0,0,0,0,0,0
10381,29,178.0,91.0,28.7,79098,9188,36688,13961,7862,11399,0,0,1,0,0,0,0,0,0
10382,44,190.0,91.0,25.2,79099,27384,17002,11199,9227,14287,0,0,0,0,0,0,0,0,1
10383,24,178.0,84.0,26.5,79106,6260,10555,14285,16593,31413,0,0,0,0,0,0,0,0,1
10384,27,186.0,92.0,26.6,79132,6260,24196,10377,13831,24468,0,0,0,1,0,0,0,0,0
10385,38,188.0,90.0,25.5,79145,11645,11759,28279,16000,11462,0,0,0,0,0,0,0,0,1
10386,24,178.0,68.0,21.5,79154,34698,16381,9500,11200,7375,0,0,0,0,0,0,0,0,1
10387,21,168.0,69.0,24.4,79157,33428,23115,6194,4611,11809,0,0,0,0,0,0,0,0,1
10388,26,173.0,76.0,25.4,79160,33428,14787,17953,4513,8479,0,0,0,0,0,0,0,0,0
10388,37,184.0,90.0,26.6,79160,6260,12706,48754,5879,5561,0,0,0,0,0,0,0,0,0
10390,41,178.0,84.0,26.5,79162,15232,7182,31846,14747,10155,0,0,0,0,0,0,0,0,1
10391,35,183.0,90.0,26.9,79163,22820,11188,10317,18864,15974,0,0,0,0,0,0,0,0,0
10392,33,180.0,86.0,26.5,79166,11188,13132,16243,22342,16261,0,0,0,0,0,0,0,0,1
10393,36,173.0,75.0,25.1,79168,18387,27445,16297,8049,8990,0,0,1,0,0,0,0,0,0
10394,33,168.0,73.0,25.9,79180,35431,12261,15648,6850,8990,0,0,0,0,0,0,0,0,1
10395,27,183.0,80.0,23.9,79185,6260,3780,49219,9966,9960,0,0,0,0,0,0,0,1,0
10396,27,180.0,85.0,26.2,79193,5609,17002,10351,20736,25495,0,0,0,0,0,0,0,0,0
10397,27,183.0,85.0,25.4,79194,21334,26873,17881,6258,6848,0,0,0,0,0,0,0,0,1
10398,25,183.0,85.0,25.4,79198,13218,11683,21952,14332,18013,0,0,1,0,0,0,0,0,0
10399,27,188.0,98.0,27.7,79209,17433,10240,13779,24687,13070,0,0,1,0,0,0,0,0,0
10400,36,180.0,77.0,23.8,79213,19508,19585,18724,8145,13251,0,0,0,0,0,0,0,0,1
10401,22,187.0,94.0,26.9,79218,1564,15779,28017,14489,19369,0,0,0,1,0,0,0,0,0
10402,35,178.0,91.0,28.7,79230,21334,14927,10758,20117,12094,0,0,0,0,0,0,0,0,1
10403,33,185.0,86.0,25.1,79238,19508,20334,11658,8447,19291,0,0,0,0,0,0,0,0,1
10404,34,178.0,80.0,25.2,79243,5102,22689,27988,14985,8479,0,0,0,0,0,0,0,0,1
10405,30,180.0,84.0,25.9,79247,9881,16868,22354,11386,18758,0,0,0,0,0,0,0,0,1
10406,26,178.0,70.0,22.1,79248,60845,6883,1770,1423,8327,0,0,0,0,0,0,0,0,0
10407,32,180.0,98.0,30.2,79256,8517,11915,23754,22519,12551,0,0,1,0,0,0,0,0,0
10408,46,176.0,78.0,25.2,79257,34003,6915,11357,9365,17617,0,0,0,0,0,0,0,0,0
10409,36,178.0,84.0,26.5,79260,45485,6844,22931,2858,1142,0,0,0,0,0,0,0,0,0
10410,28,178.0,79.0,24.9,79278,15232,17442,23980,14203,8421,0,0,0,0,0,0,0,0,1
10411,31,183.0,82.0,24.5,79292,10735,43419,9577,7332,8229,0,0,0,0,0,0,0,0,1
10412,36,170.0,79.0,27.3,79293,30006,9521,9161,13606,16999,0,0,1,0,0,0,0,0,0
10413,27,168.0,71.0,25.2,79296,36340,22471,3469,6861,10155,0,0,0,0,0,0,0,0,1
10414,33,168.0,73.0,25.9,79319,41254,8333,6641,12426,10665,0,0,0,0,0,0,0,0,1
10415,30,185.0,98.0,28.6,79325,11645,6442,9003,24376,27859,0,0,1,0,0,0,0,0,0
10416,32,178.0,89.0,28.1,79328,30006,7170,11671,16625,13856,0,0,0,0,0,0,0,1,0
10416,32,180.0,78.0,24.1,79328,11188,13113,10609,18136,26282,0,0,0,0,0,0,0,0,1
10418,26,184.0,87.0,25.7,79331,10735,9891,26818,23360,8527,0,0,0,0,0,0,0,0,0
10419,26,178.0,84.0,26.5,79344,14443,7923,34102,7746,15130,0,0,0,0,0,0,0,0,1
10420,24,195.0,90.0,23.7,79352,8179,20033,26468,11546,13126,0,0,0,0,0,0,1,0,0
10421,31,165.0,66.0,24.2,79355,41254,18755,2660,6258,10428,0,0,0,0,0,0,0,0,1
10422,40,185.0,88.0,25.7,79372,4465,11667,20634,22177,20429,0,0,0,0,0,0,0,0,1
10423,28,183.0,90.0,26.9,79379,22820,16724,13337,14232,12266,0,0,0,0,0,0,0,0,0
10424,36,13.0,77.0,4556.2,79383,34003,22908,7793,6258,8421,0,0,0,0,0,0,0,1,0
10425,24,180.0,85.0,26.2,79390,5363,20013,20585,14569,18860,0,0,0,0,0,0,0,0,0
10426,31,175.0,79.0,25.8,79394,20070,11759,11492,16970,19103,0,0,0,0,0,0,0,0,1
10427,22,178.0,84.0,26.5,79397,30006,14482,14469,6584,13856,0,0,0,0,0,0,0,1,0
10428,26,173.0,73.0,24.4,79400,27384,17512,17362,12001,5141,0,0,0,0,0,0,0,0,1
10429,21,178.0,82.0,25.9,79401,10735,12958,37113,12655,5940,0,0,0,0,0,0,0,0,1
10430,34,193.0,88.0,23.6,79407,17871,15241,14200,17037,15058,0,0,0,0,0,0,0,0,1
10431,23,176.0,85.0,27.4,79415,35431,13789,11496,12390,6309,0,0,0,0,0,0,0,0,0
10432,26,185.0,98.0,28.6,79417,25821,10256,11088,14396,17856,0,0,0,0,0,0,0,0,1
10433,25,171.0,86.0,29.4,79445,25056,3860,30158,9195,11176,0,0,0,0,0,0,0,0,0
10434,27,171.0,77.0,26.3,79447,51743,8988,13551,2140,3025,0,0,0,0,0,0,0,0,0
10435,30,177.0,81.0,25.9,79462,18902,22690,9053,13970,14847,0,0,0,0,0,0,0,0,0
10436,25,178.0,84.0,26.5,79467,10347,16643,16454,16066,19957,0,0,0,0,0,0,0,0,0
10437,33,170.0,76.0,26.3,79470,19508,15153,13498,16181,15130,0,0,0,0,0,0,0,0,1
10438,34,185.0,91.0,26.6,79476,1205,22738,18292,14213,23028,0,0,0,0,0,0,0,0,1
10439,34,196.0,98.0,25.5,79479,3675,8347,28298,26720,12439,0,0,0,0,0,0,0,0,0
10440,36,185.0,98.0,28.6,79483,15232,8700,18588,26967,9996,0,0,0,0,0,0,0,0,1
10441,29,178.0,81.0,25.6,79485,24248,17198,15692,12001,10346,0,0,0,0,0,0,0,0,1
10442,24,185.0,88.0,25.7,79491,4465,10389,15019,22226,27392,0,0,0,0,0,0,0,0,1
10443,31,190.0,104.0,28.8,79496,12109,15492,35404,10464,6027,0,0,0,0,0,0,0,0,1
10444,25,185.0,88.0,25.7,79504,10735,21182,17379,17890,12318,0,0,0,0,0,0,0,0,1
10445,33,183.0,39.0,11.6,79526,2684,36699,3583,30276,6284,1,0,0,0,0,0,0,0,0
10446,34,178.0,76.0,24.0,79532,15232,8069,7853,35190,13188,0,0,0,0,0,0,0,0,1
10447,32,192.0,93.0,25.2,79533,11645,8089,25253,21225,13321,0,0,0,0,0,0,0,0,0
10448,23,178.0,84.0,26.5,79549,10735,8825,4980,8819,46190,0,0,0,0,0,0,0,0,0
10449,25,185.0,84.0,24.5,79552,11645,28238,18479,6702,14488,0,0,0,0,0,0,0,0,0
10450,30,173.0,82.0,27.4,79555,11188,12846,22727,22690,10104,0,0,0,0,0,0,0,0,1
10451,28,173.0,75.0,25.1,79558,51743,2654,2614,16196,6351,0,0,0,0,0,0,0,0,1
10452,27,183.0,100.0,29.9,79563,1683,5543,33594,14865,23878,0,0,0,0,0,0,0,0,1
10453,25,179.0,86.0,26.8,79567,11645,9429,12684,19930,25879,1,0,0,0,0,0,0,0,0
10454,27,173.0,91.0,30.4,79570,23544,18372,10565,9405,17684,0,0,0,0,0,0,0,0,1
10455,29,183.0,92.0,27.5,79578,2684,17879,21142,27769,10104,0,0,0,0,0,0,0,1,0
10456,25,175.0,74.0,24.2,79586,28158,6827,17387,12426,14788,0,0,0,0,0,0,0,0,1
10457,29,176.0,85.0,27.4,79588,17433,14612,25672,10409,11462,1,0,0,0,0,0,0,0,0
10458,28,173.0,75.0,25.1,79601,30006,20270,3501,13176,12648,0,0,0,0,0,0,0,0,1
10459,30,180.0,83.0,25.6,79631,22015,16686,17684,15591,7655,0,0,0,0,0,0,0,0,1
10460,17,170.0,75.0,26.0,79636,41254,7923,16640,5492,8327,0,0,0,0,0,0,0,0,1
10461,35,178.0,84.0,26.5,79642,38189,24840,4565,6258,5790,0,0,0,0,0,0,0,0,0
10462,36,193.0,99.0,26.6,79644,3482,8149,20582,22053,25378,0,0,0,0,0,0,0,0,1
10463,33,178.0,84.0,26.5,79657,23544,33522,6812,4432,11347,0,0,0,0,0,0,0,0,0
10464,30,183.0,84.0,25.1,79660,37269,7608,6360,10494,17929,0,0,1,0,0,0,0,0,0
10465,31,183.0,95.0,28.4,79662,12109,6072,20730,28200,12551,0,0,0,0,0,0,0,0,1
10466,45,173.0,84.0,28.1,79663,20685,9669,24122,13176,12011,0,0,0,0,0,0,0,0,1
10467,27,180.0,84.0,25.9,79670,8828,8390,35663,6926,19863,0,0,0,0,0,0,0,0,1
10468,33,190.0,86.0,23.8,79676,6260,26169,23507,16785,6955,0,0,0,0,0,0,0,0,0
10468,25,178.0,84.0,26.5,79676,15232,13365,26553,9195,15331,0,0,0,0,0,0,0,0,0
10470,39,175.0,73.0,23.8,79685,30006,11278,7021,15406,15974,0,0,0,0,0,0,0,0,1
10471,33,179.0,77.0,24.0,79687,6260,17023,24978,18590,12836,0,0,0,0,0,0,1,0,0
10472,31,179.0,80.0,25.0,79712,27384,20958,7345,13488,10537,0,0,0,0,0,0,0,0,1
10473,23,178.0,84.0,26.5,79718,15232,21412,18295,11296,13483,0,0,0,0,0,0,0,0,1
10474,27,178.0,84.0,26.5,79729,12686,33504,21958,6402,5179,0,1,0,0,0,0,0,0,0
10475,29,178.0,74.0,23.4,79730,30006,10635,14306,9213,15570,0,0,0,0,0,0,0,1,0
10476,32,184.0,97.0,28.7,79748,10347,6455,18772,15902,28272,0,0,0,0,0,0,0,0,0
10477,26,183.0,93.0,27.8,79759,14443,8649,29799,18639,8229,0,0,1,0,0,0,0,0,0
10478,30,165.0,65.0,23.9,79763,50223,10892,2490,5621,10537,0,0,0,0,0,0,0,0,0
10479,33,181.0,83.0,25.3,79765,30006,9126,8993,9331,22309,0,0,0,0,0,0,0,0,0
10480,49,175.0,80.0,26.1,79772,30006,8089,20146,12033,9498,0,0,0,0,0,0,0,0,1
10481,34,180.0,79.0,24.4,79776,22820,16417,13476,13937,13126,0,0,0,0,0,0,0,0,1
10482,28,178.0,84.0,26.5,79779,51743,6915,5470,9763,5888,0,0,0,0,0,0,0,0,1
10483,17,178.0,84.0,26.5,79786,57100,10472,6755,3850,1609,0,0,0,0,0,0,0,0,0
10484,39,170.0,84.0,29.1,79792,28158,7072,12421,22490,9651,0,0,0,0,0,0,0,0,1
10484,32,178.0,86.0,27.1,79792,17433,17964,21127,11459,11809,0,0,0,0,0,0,0,0,1
10486,20,178.0,84.0,26.5,79794,5363,14747,18295,32555,8834,0,0,0,0,0,0,0,0,1
10487,32,177.0,74.0,23.6,79806,33428,18687,7433,12916,7342,0,0,0,0,0,0,0,0,0
10488,31,173.0,77.0,25.7,79813,27384,12064,22236,7650,10479,0,0,0,0,0,0,0,0,1
10488,28,178.0,79.0,24.9,79813,11188,26374,9866,23320,9065,0,0,1,0,0,0,0,0,0
10490,31,178.0,84.0,26.5,79816,15232,28406,4596,21103,10479,0,0,0,0,0,0,0,0,0
10491,26,165.0,68.0,25.0,79818,51743,10477,6141,7146,4311,0,0,0,0,0,0,0,0,1
10492,27,178.0,84.0,26.5,79823,10347,17588,14323,26550,11015,0,0,0,0,0,0,0,0,0
10493,29,180.0,87.0,26.9,79851,25056,16844,6624,16970,14357,0,0,0,0,0,0,0,0,0
10494,26,167.0,68.0,24.4,79853,33428,17301,7454,7182,14488,0,0,0,0,0,0,0,0,1
10495,20,177.0,78.0,24.9,79858,21334,14970,5330,22544,15680,0,0,0,0,0,0,0,0,0
10496,30,168.0,75.0,26.6,79861,34698,5702,26292,5756,7413,0,0,0,0,0,0,0,0,1
10497,36,183.0,92.0,27.5,79873,6260,18900,25172,17827,11714,0,0,0,0,0,0,0,0,1
10498,30,188.0,91.0,25.7,79877,3482,8471,26441,22725,18758,0,0,0,0,0,0,0,0,1
10499,22,178.0,86.0,27.1,79882,4068,25454,8223,20368,21769,0,0,0,0,0,0,0,0,1
10500,30,173.0,77.0,25.7,79887,38189,12483,14228,6402,8585,0,0,0,0,0,0,0,0,1
10501,26,192.0,102.0,27.7,79894,7652,18649,26967,10133,16493,0,0,0,0,0,0,0,0,0
10502,28,176.0,77.0,24.9,79895,37269,5359,13258,14203,9806,0,0,0,0,0,0,0,0,0
10503,16,170.0,61.0,21.1,79899,44376,12737,1085,9739,11962,0,0,0,0,0,0,0,0,1
10504,37,173.0,71.0,23.7,79901,9532,19031,41678,2527,7133,0,0,0,0,0,0,0,0,0
10505,16,175.0,75.0,24.5,79909,20685,19960,27068,6127,6069,0,0,0,0,0,0,0,0,1
10506,38,178.0,86.0,27.1,79917,9881,5038,35536,11778,17684,0,0,0,0,0,0,0,0,1
10507,32,173.0,79.0,26.4,79920,30006,9563,16716,10632,13003,0,0,0,0,0,0,0,0,1
10508,35,180.0,100.0,30.9,79921,4068,11115,17187,28098,19453,0,0,0,0,0,0,0,0,0
10509,31,178.0,82.0,25.9,79929,12109,7971,41662,11736,6451,0,0,0,0,0,0,0,0,1
10510,25,185.0,92.0,26.9,79933,14443,8665,19202,18699,18924,0,0,0,0,0,0,0,0,1
10511,23,178.0,84.0,26.5,79945,43323,25176,3259,2527,5660,0,0,0,0,0,0,0,0,0
10512,40,178.0,89.0,28.1,79946,10735,11494,25180,11673,20864,0,0,0,0,0,0,0,0,0
10513,24,186.0,90.0,26.0,79958,3165,18093,37265,14213,7222,1,0,0,0,0,0,0,0,0
10514,31,178.0,84.0,26.5,79970,8179,17588,10576,21696,21931,0,0,0,0,0,0,0,0,0
10515,31,183.0,88.0,26.3,79977,6260,15553,28912,17087,12165,0,0,1,0,0,0,0,0,0
10515,31,178.0,88.0,27.8,79977,14443,19166,15588,10740,20040,0,0,0,0,0,0,0,0,1
10517,34,178.0,83.0,26.2,79983,21334,12901,10090,15701,19957,0,0,0,0,0,0,0,0,1
10518,37,163.0,66.0,24.8,79984,44376,9189,21716,1458,3245,0,0,0,0,0,0,0,0,1
10519,26,175.0,85.0,27.8,79988,11645,32985,6487,20037,8834,0,0,0,0,0,0,0,0,0
10520,31,183.0,75.0,22.4,79991,8517,19837,33952,12230,5455,0,0,0,0,0,0,0,0,1
10521,41,178.0,84.0,26.5,79998,22015,25239,8734,11111,12899,0,0,0,0,0,0,1,0,0
10522,36,180.0,84.0,25.9,80000,6260,15649,22087,20242,15762,0,0,0,0,0,0,0,0,1
